,negative_format,year,budget,genres,film_type
3946,8 mm,2014,200000000,Sci-Fi,D
3947,8 mm,2014,200000000,Adventure,D
3948,8 mm,2014,200000000,Action,D
3949,Gemini 4,2014,160000000,Action,D
3950,Gemini 4,2014,160000000,Adventure,D
3951,Gemini 4,2014,160000000,Sci-Fi,D
3952,Gemini 4,2014,160000000,Thriller,D
3953,Redcode RAW,2014,25000000,Comedy,D
3954,Redcode RAW,2014,25000000,Action,D
3955,SxS Pro,2014,18000000,Comedy,D
3956,Redcode RAW,2014,18000000,Comedy,D
3957,Gemini 4,2014,85000000,Sci-Fi,D
3958,Gemini 4,2014,85000000,Mystery,D
3959,Gemini 4,2014,85000000,Adventure,D
3960,Redcode RAW,2014,61000000,Thriller,D
3961,Redcode RAW,2014,61000000,Mystery,D
3962,Redcode RAW,2014,61000000,Drama,D
3963,Redcode RAW,2014,61000000,Crime,D
3964,Digital,2014,145000000,Fantasy,D
3965,Digital,2014,145000000,Family,D
3966,Digital,2014,145000000,Comedy,D
3967,16 mm,2014,200000000,Thriller,F
3968,Digital,2014,145000000,Animation,D
3969,Digital,2014,145000000,Action,D
3970,65 mm,2014,165000000,Sci-Fi,F
3971,65 mm,2014,165000000,Drama,F
3972,65 mm,2014,165000000,Adventure,F
3973,35 mm,2014,165000000,Sci-Fi,F
3974,35 mm,2014,165000000,Drama,F
3975,35 mm,2014,165000000,Adventure,F
3976,Codex ARRIRAW,2014,125000000,Sci-Fi,D
3977,Codex ARRIRAW,2014,125000000,Comedy,D
3978,Codex ARRIRAW,2014,125000000,Adventure,D
3979,Codex ARRIRAW,2014,125000000,Action,D
3980,Codex,2014,50000000,Crime,D
3981,Codex,2014,50000000,Comedy,D
3982,Codex,2014,50000000,Action,D
3983,Digital,2014,145000000,Adventure,D
3984,Redcode RAW,2014,25000000,Crime,D
3985,16 mm,2014,200000000,Sci-Fi,F
3986,16 mm,2014,200000000,Action,F
3987,Digital,2014,60000000,Adventure,D
3988,Digital,2014,60000000,Action,D
3989,Codex ARRIRAW,2014,60000000,Fantasy,D
3990,Codex ARRIRAW,2014,60000000,Family,D
3991,Codex ARRIRAW,2014,60000000,Comedy,D
3992,Codex ARRIRAW,2014,60000000,Animation,D
3993,Codex ARRIRAW,2014,60000000,Adventure,D
3994,Codex ARRIRAW,2014,60000000,Action,D
3995,Redcode RAW,2014,170000000,Thriller,D
3996,Codex ARRIRAW,2014,58000000,Action,D
3997,Codex ARRIRAW,2014,58000000,Biography,D
3998,Codex ARRIRAW,2014,58000000,Drama,D
3999,Codex ARRIRAW,2014,58000000,History,D
4000,Redcode RAW,2014,170000000,Sci-Fi,D
4001,Redcode RAW,2014,170000000,Adventure,D
4002,Redcode RAW,2014,170000000,Action,D
4003,Codex ARRIRAW,2014,58000000,Thriller,D
4004,Codex ARRIRAW,2014,58000000,War,D
4005,Codex ARRIRAW,2014,125000000,Action,D
4006,Codex ARRIRAW,2014,125000000,Adventure,D
4007,Codex ARRIRAW,2014,125000000,Sci-Fi,D
4008,Codex ARRIRAW,2014,125000000,Thriller,D
4009,Codex,2014,170000000,Action,D
4010,Codex,2014,170000000,Adventure,D
4011,Codex,2014,170000000,Sci-Fi,D
4012,Codex ARRIRAW,2014,170000000,Thriller,D
4013,Codex ARRIRAW,2014,170000000,Sci-Fi,D
4014,Codex ARRIRAW,2014,170000000,Adventure,D
4015,Codex ARRIRAW,2014,170000000,Action,D
4016,Digital,2014,60000000,Animation,D
4017,Digital,2014,60000000,Comedy,D
4018,Digital,2014,60000000,Family,D
4019,Codex ARRIRAW,2014,100000000,Action,D
4020,16 mm,2014,200000000,Thriller,D
4021,16 mm,2014,200000000,Sci-Fi,D
4022,16 mm,2014,200000000,Adventure,D
4023,16 mm,2014,200000000,Action,D
4024,Codex,2014,180000000,Romance,D
4025,Codex,2014,180000000,Fantasy,D
4026,Codex,2014,180000000,Family,D
4027,Codex,2014,180000000,Adventure,D
4028,Codex,2014,180000000,Action,D
4029,Redcode RAW,2014,210000000,Sci-Fi,F
4030,Redcode RAW,2014,210000000,Adventure,F
4031,Redcode RAW,2014,210000000,Action,F
4032,Redcode RAW,2014,210000000,Sci-Fi,D
4033,Redcode RAW,2014,210000000,Adventure,D
4034,16 mm,2014,200000000,Adventure,F
4035,Redcode RAW,2014,210000000,Action,D
4036,IMAX Digital 3-D,2014,210000000,Adventure,F
4037,IMAX Digital 3-D,2014,210000000,Action,F
4038,IMAX Digital 3-D,2014,210000000,Sci-Fi,D
4039,IMAX Digital 3-D,2014,210000000,Adventure,D
4040,IMAX Digital 3-D,2014,210000000,Action,D
4041,35 mm,2014,210000000,Sci-Fi,F
4042,35 mm,2014,210000000,Adventure,F
4043,35 mm,2014,210000000,Action,F
4044,35 mm,2014,210000000,Sci-Fi,D
4045,35 mm,2014,210000000,Adventure,D
4046,35 mm,2014,210000000,Action,D
4047,Redcode RAW,2014,250000000,Fantasy,D
4048,Redcode RAW,2014,250000000,Adventure,D
4049,Digital,2014,60000000,Fantasy,D
4050,IMAX Digital 3-D,2014,210000000,Sci-Fi,F
4051,Redcode RAW,2014,25000000,Romance,D
4052,Codex,2014,200000000,Sci-Fi,F
4053,Digital,2014,130000000,Animation,D
4054,35 mm,2014,80000000,Action,F
4055,SRMemory,2014,65000000,Musical,D
4056,SRMemory,2014,65000000,Family,D
4057,SRMemory,2014,65000000,Drama,D
4058,SRMemory,2014,65000000,Comedy,D
4059,AXSM,2014,65000000,Musical,D
4060,AXSM,2014,65000000,Family,D
4061,AXSM,2014,65000000,Drama,D
4062,AXSM,2014,65000000,Comedy,D
4063,SxS Pro,2014,40000000,Comedy,D
4064,SxS Pro,2014,40000000,Adventure,D
4065,35 mm,2014,15000000,War,F
4066,35 mm,2014,15000000,Thriller,F
4067,35 mm,2014,15000000,History,F
4068,35 mm,2014,80000000,Drama,F
4069,35 mm,2014,15000000,Drama,F
4070,Video,2014,12000000,Family,D
4071,Video,2014,12000000,Drama,D
4072,Video,2014,12000000,Biography,D
4073,35 mm,2014,50000000,Thriller,F
4074,35 mm,2014,50000000,Mystery,F
4075,35 mm,2014,50000000,Action,F
4076,35 mm,2014,178000000,Sci-Fi,F
4077,35 mm,2014,178000000,Adventure,F
4078,35 mm,2014,178000000,Action,F
4079,Codex,2014,130000000,Drama,F
4080,Codex,2014,130000000,Adventure,F
4081,Codex,2014,130000000,Action,F
4082,Codex,2014,130000000,Drama,D
4083,Codex,2014,130000000,Adventure,D
4084,35 mm,2014,15000000,Biography,F
4085,Codex,2014,130000000,Action,D
4086,35 mm,2014,80000000,War,F
4087,Digital,2014,130000000,Adventure,D
4088,Gemini 4,2014,70000000,History,F
4089,Gemini 4,2014,70000000,Drama,F
4090,Gemini 4,2014,70000000,War,D
4091,Gemini 4,2014,70000000,History,D
4092,Gemini 4,2014,70000000,Drama,D
4093,35 mm,2014,70000000,War,F
4094,35 mm,2014,70000000,History,F
4095,35 mm,2014,70000000,Drama,F
4096,35 mm,2014,70000000,War,D
4097,35 mm,2014,70000000,History,D
4098,35 mm,2014,70000000,Drama,D
4099,SRMemory,2014,17000000,Crime,D
4100,SRMemory,2014,17000000,Comedy,D
4101,AXSM,2014,17000000,Comedy,D
4102,35 mm,2014,20000000,Comedy,F
4103,Digital,2014,132000000,Sci-Fi,D
4104,Digital,2014,132000000,Comedy,D
4105,Digital,2014,132000000,Animation,D
4106,Digital,2014,132000000,Adventure,D
4107,35 mm,2014,40000000,Romance,F
4108,35 mm,2014,40000000,Comedy,F
4109,Video,2014,6500000,Thriller,D
4110,Video,2014,6500000,Mystery,D
4111,Video,2014,6500000,Horror,D
4112,Redcode RAW,2014,6500000,Thriller,D
4113,Redcode RAW,2014,6500000,Mystery,D
4114,Redcode RAW,2014,6500000,Horror,D
4115,Codex,2014,6500000,Thriller,D
4116,Codex,2014,6500000,Mystery,D
4117,Codex,2014,6500000,Horror,D
4118,Digital,2014,132000000,Family,D
4119,35 mm,2014,130000000,Drama,F
4120,35 mm,2014,20000000,Romance,F
4121,35 mm,2014,130000000,Action,F
