,negative_format,year,budget,genres,film_type
1355,16 mm,2009,38000000,Sci-Fi,F
1356,35 mm,2009,11000000,Horror,F
1357,35 mm,2009,11000000,Mystery,F
1358,35 mm,2009,10000000,Mystery,D
1359,35 mm,2009,10000000,Sci-Fi,D
1360,35 mm,2009,17000000,Thriller,F
1361,35 mm,2009,17000000,Drama,F
1362,35 mm,2009,17000000,Crime,F
1363,Digital,2009,20000000,Thriller,F
1364,Digital,2009,20000000,Sci-Fi,F
1365,Digital,2009,20000000,Horror,F
1366,Digital,2009,20000000,Action,F
1367,Digital,2009,20000000,Thriller,D
1368,Digital,2009,20000000,Sci-Fi,D
1369,Digital,2009,20000000,Horror,D
1370,Digital,2009,20000000,Action,D
1371,35 mm,2009,20000000,Thriller,F
1372,35 mm,2009,20000000,Sci-Fi,F
1373,16 mm,2009,38000000,Action,F
1374,35 mm,2009,20000000,Horror,F
1375,35 mm,2009,20000000,Thriller,D
1376,35 mm,2009,20000000,Sci-Fi,D
1377,35 mm,2009,20000000,Horror,D
1378,35 mm,2009,20000000,Action,D
1379,Digital,2009,10000000,Thriller,F
1380,Digital,2009,10000000,Sci-Fi,F
1381,Digital,2009,10000000,Mystery,F
1382,Digital,2009,10000000,Thriller,D
1383,Digital,2009,10000000,Sci-Fi,D
1384,Digital,2009,10000000,Mystery,D
1385,35 mm,2009,10000000,Thriller,F
1386,35 mm,2009,10000000,Sci-Fi,F
1387,35 mm,2009,10000000,Thriller,D
1388,35 mm,2009,20000000,Action,F
1389,,2009,47000000,Short,U
1390,,2009,47000000,History,U
1391,35 mm,2009,7500000,Romance,F
1392,Video,2009,60000000,Mystery,D
1393,Video,2009,60000000,Drama,D
1394,Video,2009,60000000,Crime,D
1395,35 mm,2009,60000000,Thriller,F
1396,35 mm,2009,60000000,Mystery,F
1397,35 mm,2009,60000000,Drama,F
1398,35 mm,2009,60000000,Crime,F
1399,35 mm,2009,60000000,Thriller,D
1400,35 mm,2009,60000000,Mystery,D
1401,35 mm,2009,60000000,Drama,D
1402,35 mm,2009,60000000,Crime,D
1403,35 mm,2009,60000000,Sport,F
1404,35 mm,2009,60000000,History,F
1405,Video,2009,60000000,Thriller,D
1406,35 mm,2009,60000000,Drama,F
1407,35 mm,2009,50000000,Thriller,F
1408,35 mm,2009,50000000,Fantasy,F
1409,35 mm,2009,50000000,Crime,F
1410,35 mm,2009,50000000,Action,F
1411,35 mm,2009,80000000,Thriller,F
1412,35 mm,2009,80000000,Sci-Fi,F
1413,35 mm,2009,80000000,Action,F
1414,35 mm,2009,8500000,Romance,F
1415,35 mm,2009,8500000,Music,F
1416,35 mm,2009,8500000,Drama,F
1417,35 mm,2009,60000000,Thriller,F
1418,35 mm,2009,60000000,Romance,F
1419,35 mm,2009,60000000,Crime,F
1420,35 mm,2009,60000000,Biography,F
1421,35 mm,2009,20000000,Thriller,F
1422,Video,2009,60000000,Crime,F
1423,Video,2009,60000000,Mystery,F
1424,35 mm,2009,7500000,Drama,F
1425,35 mm,2009,7500000,Comedy,F
1426,16 mm,2009,7500000,Romance,F
1427,16 mm,2009,7500000,Drama,F
1428,16 mm,2009,7500000,Comedy,F
1429,35 mm,2009,24000000,War,F
1430,35 mm,2009,24000000,Comedy,F
1431,35 mm,2009,15000000,Thriller,F
1432,35 mm,2009,15000000,Horror,F
1433,35 mm,2009,15000000,Crime,F
1434,Redcode RAW,2009,22000000,Drama,D
1435,Redcode RAW,2009,22000000,Crime,D
1436,Redcode RAW,2009,22000000,Comedy,D
1437,Video,2009,60000000,Drama,F
1438,16 mm,2009,15000000,Horror,F
1439,35 mm,2009,15000000,Comedy,F
1440,65 mm,2009,0,Short,F
1441,65 mm,2009,0,Documentary,F
1442,35 mm,2009,70000000,Mystery,F
1443,35 mm,2009,70000000,Family,F
1444,35 mm,2009,70000000,Crime,F
1445,35 mm,2009,70000000,Comedy,F
1446,35 mm,2009,70000000,Adventure,F
1447,35 mm,2009,19000000,Music,F
1448,35 mm,2009,19000000,Drama,F
1449,35 mm,2009,19000000,Crime,F
1450,35 mm,2009,19000000,Biography,F
1451,Video,2009,60000000,Thriller,F
1452,35 mm,2009,15000000,Romance,F
1453,Video,2009,60000000,Family,D
1454,35 mm,2009,30000000,Comedy,F
1455,Digital,2009,60000000,Fantasy,D
1456,35 mm,2009,150000000,Adventure,D
1457,35 mm,2009,150000000,Thriller,F
1458,35 mm,2009,150000000,Sci-Fi,F
1459,35 mm,2009,150000000,Adventure,F
1460,35 mm,2009,150000000,Action,F
1461,Digital,2009,90000000,Family,D
1462,Digital,2009,90000000,Comedy,D
1463,Digital,2009,90000000,Animation,D
1464,Digital,2009,90000000,Adventure,D
1465,Digital,2009,90000000,Action,D
1466,Digital,2009,175000000,Sci-Fi,D
1467,Digital,2009,175000000,Family,D
1468,35 mm,2009,150000000,Comedy,D
1469,Digital,2009,175000000,Comedy,D
1470,Digital,2009,175000000,Adventure,D
1471,Digital,2009,175000000,Action,D
1472,Digital,2009,90000000,Thriller,F
1473,Digital,2009,90000000,Mystery,F
1474,Digital,2009,90000000,Crime,F
1475,Digital,2009,90000000,Action,F
1476,Digital,2009,90000000,Thriller,D
1477,Digital,2009,90000000,Mystery,D
1478,Digital,2009,90000000,Crime,D
1479,Digital,2009,90000000,Adventure,D
1480,Digital,2009,90000000,Action,D
1481,35 mm,2009,90000000,Thriller,F
1482,Digital,2009,175000000,Animation,D
1483,35 mm,2009,90000000,Mystery,F
1484,35 mm,2009,150000000,Family,D
1485,35 mm,2009,150000000,Adventure,F
1486,35 mm,2009,40000000,Romance,F
1487,35 mm,2009,40000000,Drama,F
1488,35 mm,2009,40000000,Comedy,F
1489,HDCAM,2009,200000000,Sci-Fi,F
1490,HDCAM,2009,200000000,Adventure,F
1491,HDCAM,2009,200000000,Action,F
1492,HDCAM,2009,200000000,Sci-Fi,D
1493,HDCAM,2009,200000000,Adventure,D
1494,HDCAM,2009,200000000,Action,D
1495,35 mm,2009,200000000,Sci-Fi,F
1496,35 mm,2009,200000000,Adventure,F
1497,35 mm,2009,200000000,Action,F
1498,35 mm,2009,150000000,Fantasy,D
1499,35 mm,2009,200000000,Sci-Fi,D
1500,35 mm,2009,200000000,Action,D
1501,Redcode RAW,2009,150000000,Fantasy,F
1502,Redcode RAW,2009,150000000,Family,F
1503,Redcode RAW,2009,150000000,Comedy,F
1504,Redcode RAW,2009,150000000,Adventure,F
1505,Redcode RAW,2009,150000000,Fantasy,D
1506,Redcode RAW,2009,150000000,Family,D
1507,Redcode RAW,2009,150000000,Comedy,D
1508,Redcode RAW,2009,150000000,Adventure,D
1509,35 mm,2009,150000000,Fantasy,F
1510,35 mm,2009,150000000,Family,F
1511,35 mm,2009,150000000,Comedy,F
1512,35 mm,2009,200000000,Adventure,D
1513,35 mm,2009,85000000,Action,F
1514,35 mm,2009,90000000,Crime,F
1515,35 mm,2009,90000000,Action,F
1516,35 mm,2009,175000000,Comedy,D
1517,35 mm,2009,175000000,Animation,D
1518,35 mm,2009,175000000,Adventure,D
1519,35 mm,2009,50000000,Romance,F
1520,35 mm,2009,50000000,Fantasy,F
1521,35 mm,2009,50000000,Drama,F
1522,Video,2009,60000000,Animation,D
1523,Digital,2009,237000000,Action,D
1524,Digital,2009,237000000,Adventure,D
1525,Digital,2009,237000000,Fantasy,D
1526,Digital,2009,237000000,Sci-Fi,D
1527,HDCAM,2009,237000000,Action,D
1528,35 mm,2009,175000000,Family,D
1529,HDCAM,2009,237000000,Adventure,D
1530,HDCAM,2009,237000000,Sci-Fi,D
1531,35 mm,2009,210000000,Action,F
1532,35 mm,2009,210000000,Adventure,F
1533,35 mm,2009,210000000,Sci-Fi,F
1534,65 mm,2009,210000000,Action,F
1535,65 mm,2009,210000000,Adventure,F
1536,65 mm,2009,210000000,Sci-Fi,F
1537,35 mm,2009,250000000,Adventure,F
1538,35 mm,2009,250000000,Family,F
1539,35 mm,2009,250000000,Fantasy,F
1540,35 mm,2009,250000000,Mystery,F
1541,35 mm,2009,50000000,Adventure,F
1542,HDCAM,2009,237000000,Fantasy,D
1543,35 mm,2009,90000000,Adventure,F
1544,35 mm,2009,175000000,Adventure,F
1545,35 mm,2009,175000000,Comedy,F
1546,35 mm,2009,90000000,Thriller,D
1547,35 mm,2009,90000000,Mystery,D
1548,35 mm,2009,90000000,Crime,D
1549,35 mm,2009,90000000,Adventure,D
1550,35 mm,2009,90000000,Action,D
1551,35 mm,2009,70000000,Music,F
1552,35 mm,2009,70000000,Fantasy,F
1553,35 mm,2009,70000000,Family,F
1554,35 mm,2009,70000000,Comedy,F
1555,35 mm,2009,70000000,Animation,F
1556,35 mm,2009,35000000,Sport,F
1557,35 mm,2009,35000000,Drama,F
1558,35 mm,2009,175000000,Animation,F
1559,35 mm,2009,35000000,Biography,F
1560,35 mm,2009,140000000,Adventure,F
1561,35 mm,2009,140000000,Action,F
1562,35 mm,2009,35000000,Comedy,F
1563,Digital,2009,175000000,Family,F
1564,Digital,2009,175000000,Comedy,F
1565,Digital,2009,175000000,Animation,F
1566,Digital,2009,175000000,Adventure,F
1567,Digital,2009,175000000,Family,D
1568,Digital,2009,175000000,Comedy,D
1569,Digital,2009,175000000,Animation,D
1570,Digital,2009,175000000,Adventure,D
1571,35 mm,2009,175000000,Family,F
1572,35 mm,2009,140000000,Sci-Fi,F
1573,35 mm,2009,85000000,Crime,F
1574,Digital,2009,90000000,Adventure,F
1575,35 mm,2009,175000000,Action,D
1576,35 mm,2009,40000000,Drama,F
1577,35 mm,2009,40000000,Biography,F
1578,Video,2009,102500000,Romance,F
1579,Video,2009,102500000,History,F
1580,Video,2009,102500000,Crime,F
1581,Video,2009,102500000,Biography,F
1582,Video,2009,102500000,Romance,D
1583,Video,2009,102500000,History,D
1584,Video,2009,102500000,Drama,D
1585,Video,2009,102500000,Crime,D
1586,Video,2009,102500000,Biography,D
1587,35 mm,2009,102500000,Romance,F
1588,35 mm,2009,40000000,Romance,F
1589,35 mm,2009,102500000,History,F
1590,35 mm,2009,102500000,Crime,F
1591,35 mm,2009,102500000,Biography,F
1592,35 mm,2009,102500000,Romance,D
1593,35 mm,2009,102500000,History,D
1594,35 mm,2009,102500000,Drama,D
1595,35 mm,2009,102500000,Crime,D
1596,35 mm,2009,102500000,Biography,D
1597,Digital,2009,105000000,Romance,D
1598,Digital,2009,105000000,Musical,D
1599,Digital,2009,105000000,Fantasy,D
1600,Digital,2009,105000000,Family,D
1601,Digital,2009,105000000,Comedy,D
1602,35 mm,2009,102500000,Drama,F
1603,Digital,2009,105000000,Animation,D
1604,35 mm,2009,40000000,Comedy,F
1605,35 mm,2009,40000000,Romance,F
1606,Digital,2009,60000000,Family,D
1607,Digital,2009,60000000,Animation,D
1608,Video,2009,23600000,Sci-Fi,D
1609,Video,2009,23600000,Horror,D
1610,Video,2009,23600000,Comedy,D
1611,Video,2009,23600000,Adventure,D
1612,35 mm,2009,100000000,Fantasy,F
1613,35 mm,2009,100000000,Family,F
1614,35 mm,2009,100000000,Drama,F
1615,35 mm,2009,100000000,Adventure,F
1616,35 mm,2009,30000000,Romance,F
1617,35 mm,2009,30000000,Music,F
1618,35 mm,2009,40000000,Drama,F
1619,35 mm,2009,30000000,Family,F
1620,Redcode RAW,2009,50000000,Thriller,D
1621,35 mm,2009,85000000,Thriller,F
1622,Redcode RAW,2009,50000000,Sci-Fi,D
1623,Redcode RAW,2009,50000000,Mystery,D
1624,Redcode RAW,2009,50000000,Drama,D
1625,35 mm,2009,30000000,Romance,F
1626,35 mm,2009,30000000,Drama,F
1627,35 mm,2009,38000000,Romance,F
1628,35 mm,2009,38000000,Comedy,F
1629,35 mm,2009,17500000,Drama,F
1630,35 mm,2009,17500000,Crime,F
1631,35 mm,2009,17500000,Comedy,F
1632,35 mm,2009,30000000,Drama,F
1633,Digital,2009,105000000,Adventure,D
1634,Video,2009,102500000,Drama,F
1635,35 mm,2009,138000000,Mystery,F
1636,35 mm,2009,200000000,Adventure,F
1637,35 mm,2009,200000000,Action,F
1638,35 mm,2009,150000000,Thriller,F
1639,35 mm,2009,150000000,Mystery,F
1640,Digital,2009,190000000,Fantasy,D
1641,Digital,2009,190000000,Family,D
1642,Digital,2009,190000000,Drama,D
1643,Video,2009,26000000,Family,D
1644,Video,2009,26000000,Crime,D
1645,Video,2009,26000000,Comedy,D
1646,Video,2009,26000000,Action,D
1647,35 mm,2009,138000000,Sci-Fi,F
1648,Redcode RAW,2009,175000000,Thriller,F
1649,Redcode RAW,2009,175000000,Sci-Fi,F
1650,Redcode RAW,2009,175000000,Adventure,F
1651,Redcode RAW,2009,175000000,Action,F
1652,Redcode RAW,2009,175000000,Thriller,D
1653,Redcode RAW,2009,175000000,Sci-Fi,D
1654,Redcode RAW,2009,175000000,Adventure,D
1655,Redcode RAW,2009,175000000,Action,D
1656,35 mm,2009,175000000,Thriller,F
1657,35 mm,2009,175000000,Sci-Fi,F
1658,35 mm,2009,175000000,Adventure,F
1659,35 mm,2009,175000000,Action,F
1660,35 mm,2009,175000000,Thriller,D
1661,35 mm,2009,175000000,Sci-Fi,D
1662,35 mm,2009,175000000,Adventure,D
1663,35 mm,2009,200000000,Drama,F
1664,35 mm,2009,200000000,Sci-Fi,F
1665,Digital,2009,190000000,Animation,D
1666,Digital,2009,100000000,Adventure,D
1667,35 mm,2009,150000000,Adventure,F
1668,35 mm,2009,138000000,Action,F
1669,35 mm,2009,60000000,Comedy,F
1670,35 mm,2009,150000000,Animation,F
1671,35 mm,2009,150000000,Comedy,F
1672,35 mm,2009,200000000,Thriller,F
1673,35 mm,2009,138000000,Drama,F
1674,35 mm,2009,150000000,Family,F
1675,35 mm,2009,150000000,Sci-Fi,F
1676,Redcode RAW,2009,30000000,Sci-Fi,D
1677,Redcode RAW,2009,30000000,Thriller,D
1678,Video,2009,30000000,Sci-Fi,D
1679,Video,2009,30000000,Thriller,D
1680,35 mm,2009,85000000,Romance,F
1681,35 mm,2009,150000000,Fantasy,F
1682,35 mm,2009,85000000,Comedy,F
1683,35 mm,2009,150000000,Action,F
1684,35 mm,2009,85000000,Drama,F
1685,35 mm,2009,70000000,Drama,F
1686,Digital,2009,100000000,Animation,D
1687,Digital,2009,100000000,Comedy,D
1688,Digital,2009,100000000,Family,D
1689,Digital,2009,100000000,Fantasy,D
1690,Digital,2009,100000000,Sci-Fi,D
1691,35 mm,2009,70000000,War,F
1692,35 mm,2009,70000000,Adventure,F
1693,,2010,100000000,Animation,U
1694,Video,2010,32000000,Action,D
1695,Video,2010,32000000,Thriller,F
1696,Video,2010,32000000,Crime,F
1697,Video,2010,32000000,Action,F
1698,Video,2010,32000000,Thriller,D
1699,Video,2010,32000000,Crime,D
1700,,2010,100000000,Action,U
1701,,2010,100000000,Adventure,U
1702,35 mm,2010,32000000,Thriller,F
1703,35 mm,2010,32000000,Crime,F
1704,35 mm,2010,32000000,Action,F
1705,35 mm,2010,32000000,Thriller,D
1706,35 mm,2010,32000000,Crime,D
1707,35 mm,2010,32000000,Action,D
1708,Video,2010,8000000,Romance,D
1709,Video,2010,8000000,Drama,D
1710,Video,2010,8000000,Comedy,D
1711,Video,2010,35000000,Sport,F
1712,,2010,100000000,Family,U
1713,Video,2010,35000000,History,F
1714,Video,2010,35000000,Family,F
1715,Video,2010,35000000,Drama,F
1716,,2010,100000000,Fantasy,U
1717,35 mm,2010,36000000,Comedy,F
1718,35 mm,2010,38000000,Drama,F
1719,35 mm,2010,37000000,Comedy,F
1720,Video,2010,35000000,Biography,F
1721,35 mm,2010,37000000,Action,F
1722,SI2K CineForm RAW,2010,17000000,Mystery,D
1723,SI2K CineForm RAW,2010,17000000,Horror,D
1724,ARRIRAW,2010,75000000,Thriller,D
1725,ARRIRAW,2010,75000000,Romance,D
1726,ARRIRAW,2010,75000000,Comedy,D
1727,ARRIRAW,2010,75000000,Action,D
1728,35 mm,2010,28000000,Comedy,F
1729,35 mm,2010,28000000,Action,F
1730,35 mm,2010,36000000,Sci-Fi,F
1731,65 mm,2010,0,Documentary,F
1732,Video,2010,40000000,Thriller,D
1733,Video,2010,40000000,Sci-Fi,D
1734,Video,2010,40000000,Adventure,D
1735,Video,2010,40000000,Action,D
1736,35 mm,2010,70000000,Drama,F
1737,35 mm,2010,30000000,Romance,F
1738,35 mm,2010,30000000,Drama,F
1739,35 mm,2010,30000000,Comedy,F
1740,35 mm,2010,30000000,Adventure,F
1741,35 mm,2010,38000000,Romance,F
1742,35 mm,2010,38000000,Comedy,F
1743,Video,2010,35000000,Sport,D
1744,35 mm,2010,35000000,Crime,F
1745,Video,2010,35000000,Family,D
1746,35 mm,2010,40000000,Music,F
1747,35 mm,2010,40000000,Comedy,F
1748,35 mm,2010,150000000,Thriller,F
1749,35 mm,2010,150000000,Horror,F
1750,35 mm,2010,150000000,Fantasy,F
1751,35 mm,2010,150000000,Drama,F
1752,35 mm,2010,20000000,Romance,F
1753,35 mm,2010,20000000,Music,F
1754,35 mm,2010,20000000,Drama,F
1755,35 mm,2010,35000000,Thriller,F
1756,35 mm,2010,100000000,Thriller,F
1757,35 mm,2010,35000000,Mystery,F
1758,35 mm,2010,35000000,Horror,F
1759,35 mm,2010,35000000,Drama,F
1760,35 mm,2010,160000000,Fantasy,F
1761,35 mm,2010,160000000,Family,F
1762,35 mm,2010,160000000,Action,F
1763,35 mm,2010,15000000,Family,F
1764,35 mm,2010,15000000,Comedy,F
1765,35 mm,2010,45000000,Romance,F
1766,35 mm,2010,45000000,Comedy,F
1767,35 mm,2010,45000000,Action,F
1768,35 mm,2010,37000000,Crime,F
1769,Digital,2010,57500000,Action,D
1770,Video,2010,35000000,History,D
1771,Digital,2010,57500000,Adventure,D
1772,Digital,2010,57500000,Sci-Fi,D
1773,Video,2010,35000000,Drama,D
1774,Video,2010,35000000,Biography,D
1775,35 mm,2010,35000000,Sport,F
1776,35 mm,2010,35000000,History,F
1777,35 mm,2010,35000000,Family,F
1778,35 mm,2010,35000000,Drama,F
1779,35 mm,2010,35000000,Biography,F
1780,35 mm,2010,35000000,Sport,D
1781,35 mm,2010,35000000,History,D
1782,35 mm,2010,35000000,Family,D
1783,35 mm,2010,35000000,Drama,D
1784,35 mm,2010,35000000,Biography,D
1785,35 mm,2010,48000000,Sport,F
1786,35 mm,2010,48000000,Fantasy,F
1787,35 mm,2010,48000000,Family,F
1788,35 mm,2010,48000000,Comedy,F
1789,35 mm,2010,20000000,Romance,F
1790,35 mm,2010,20000000,Drama,F
1791,35 mm,2010,20000000,Comedy,F
1792,HDCAM,2010,57500000,Sci-Fi,D
1793,HDCAM,2010,57500000,Horror,D
1794,HDCAM,2010,57500000,Adventure,D
1795,HDCAM,2010,57500000,Action,D
1796,Digital,2010,57500000,Horror,D
1797,35 mm,2010,85000000,Action,F
1798,HDCAM,2010,12500000,Action,D
1799,35 mm,2010,85000000,Family,F
1800,Video,2010,85000000,Action,D
1801,35 mm,2010,85000000,Romance,F
1802,35 mm,2010,85000000,Comedy,F
1803,35 mm,2010,85000000,Action,F
1804,35 mm,2010,85000000,Romance,D
1805,35 mm,2010,85000000,Comedy,D
1806,35 mm,2010,85000000,Action,D
1807,35 mm,2010,20000000,Romance,F
1808,35 mm,2010,20000000,Comedy,F
1809,35 mm,2010,30000000,Romance,F
1810,35 mm,2010,30000000,Drama,F
1811,35 mm,2010,30000000,Comedy,F
1812,35 mm,2010,55000000,Romance,F
1813,35 mm,2010,55000000,Comedy,F
1814,Redcode RAW,2010,50000000,Fantasy,F
1815,Redcode RAW,2010,50000000,Drama,F
1816,Redcode RAW,2010,50000000,Fantasy,D
1817,Redcode RAW,2010,50000000,Drama,D
1818,35 mm,2010,50000000,Fantasy,F
1819,35 mm,2010,50000000,Drama,F
1820,35 mm,2010,50000000,Fantasy,D
1821,35 mm,2010,50000000,Drama,D
1822,35 mm,2010,50000000,Family,F
1823,Video,2010,85000000,Comedy,D
1824,35 mm,2010,50000000,Comedy,F
1825,Video,2010,85000000,Romance,D
1826,Video,2010,85000000,Comedy,F
1827,,2010,1500000,Short,U
1828,,2010,1500000,Thriller,U
1829,35 mm,2010,20000000,Drama,F
1830,35 mm,2010,20000000,Thriller,F
1831,HDCAM,2010,12500000,Thriller,D
1832,HDCAM,2010,12500000,Crime,D
1833,35 mm,2010,100000000,Romance,F
1834,35 mm,2010,19000000,Romance,F
1835,35 mm,2010,19000000,Drama,F
1836,35 mm,2010,19000000,Comedy,F
1837,35 mm,2010,35000000,Fantasy,F
1838,35 mm,2010,35000000,Family,F
1839,35 mm,2010,35000000,Comedy,F
1840,35 mm,2010,120000000,Romance,F
1841,35 mm,2010,120000000,Drama,F
1842,35 mm,2010,120000000,Comedy,F
1843,35 mm,2010,40000000,Romance,F
1844,35 mm,2010,40000000,Drama,F
1845,35 mm,2010,40000000,Comedy,F
1846,35 mm,2010,44000000,Romance,F
1847,35 mm,2010,44000000,Fantasy,F
1848,35 mm,2010,44000000,Drama,F
1849,Video,2010,85000000,Romance,F
1850,Video,2010,85000000,Action,F
1851,35 mm,2010,85000000,Comedy,F
1852,35 mm,2010,10000000,Thriller,F
1853,35 mm,2010,10000000,Horror,F
1854,,2010,30000000,Drama,D
1855,Video,2010,21000000,Comedy,D
1856,Digital,2010,112000000,Fantasy,F
1857,Digital,2010,112000000,Family,F
1858,Digital,2010,112000000,Comedy,F
1859,Digital,2010,112000000,Adventure,F
1860,Digital,2010,112000000,Fantasy,D
1861,Digital,2010,112000000,Family,D
1862,Digital,2010,112000000,Comedy,D
1863,Digital,2010,112000000,Adventure,D
1864,35 mm,2010,112000000,Fantasy,F
1865,35 mm,2010,112000000,Family,F
1866,35 mm,2010,112000000,Comedy,F
1867,35 mm,2010,112000000,Adventure,F
1868,35 mm,2010,112000000,Fantasy,D
1869,35 mm,2010,112000000,Family,D
1870,35 mm,2010,112000000,Comedy,D
1871,35 mm,2010,112000000,Adventure,D
1872,35 mm,2010,60000000,Thriller,F
1873,35 mm,2010,60000000,Mystery,F
1874,35 mm,2010,60000000,Drama,F
1875,35 mm,2010,60000000,Crime,F
1876,35 mm,2010,85000000,Fantasy,F
1877,,2010,30000000,Music,D
1878,35 mm,2010,10000000,Mystery,F
1879,,2010,30000000,Romance,D
1880,,2010,1800000,Horror,U
1881,35 mm,2010,100000000,War,F
1882,35 mm,2010,100000000,Thriller,F
1883,35 mm,2010,100000000,Drama,F
1884,35 mm,2010,100000000,Action,F
1885,35 mm,2010,20000000,Thriller,F
1886,35 mm,2010,20000000,Drama,F
1887,35 mm,2010,20000000,Crime,F
1888,35 mm,2010,20000000,Horror,F
1889,35 mm,2010,20000000,Comedy,F
1890,35 mm,2010,20000000,Adventure,F
1891,35 mm,2010,35000000,Romance,F
1892,35 mm,2010,35000000,Comedy,F
1893,35 mm,2010,21000000,Drama,F
1894,35 mm,2010,19000000,Thriller,F
1895,35 mm,2010,19000000,Horror,F
1896,35 mm,2010,55000000,Romance,F
1897,35 mm,2010,55000000,Musical,F
1898,35 mm,2010,55000000,Music,F
1899,35 mm,2010,55000000,Drama,F
1900,35 mm,2010,26000000,Horror,F
1901,35 mm,2010,26000000,Fantasy,F
1902,35 mm,2010,26000000,Action,F
1903,,2010,1800000,Thriller,U
1904,,2010,1800000,Drama,U
1905,35 mm,2010,100000000,Crime,F
1906,35 mm,2010,160000000,Adventure,F
1907,35 mm,2010,69000000,Comedy,F
1908,35 mm,2010,35000000,Adventure,F
1909,HDCAM,2010,200000000,Sci-Fi,D
1910,HDCAM,2010,200000000,Adventure,D
1911,HDCAM,2010,200000000,Action,D
1912,Digital,2010,200000000,Sci-Fi,D
1913,Digital,2010,200000000,Adventure,D
1914,Digital,2010,200000000,Action,D
1915,35 mm,2010,40000000,Sport,F
1916,35 mm,2010,40000000,Romance,F
1917,35 mm,2010,40000000,Family,F
1918,35 mm,2010,40000000,Drama,F
1919,35 mm,2010,40000000,Action,F
1920,Digital,2010,260000000,Romance,D
1921,Digital,2010,260000000,Musical,D
1922,Digital,2010,260000000,Fantasy,D
1923,Digital,2010,260000000,Family,D
1924,Digital,2010,260000000,Comedy,D
1925,Digital,2010,260000000,Animation,D
1926,Digital,2010,260000000,Adventure,D
1927,Digital,2010,165000000,Fantasy,D
1928,Digital,2010,165000000,Family,D
1929,Digital,2010,165000000,Comedy,D
1930,Digital,2010,165000000,Animation,D
1931,Digital,2010,165000000,Adventure,D
1932,Digital,2010,165000000,Fantasy,D
1933,35 mm,2010,35000000,Drama,F
1934,35 mm,2010,35000000,Western,F
1935,35 mm,2010,125000000,Action,F
1936,35 mm,2010,125000000,Adventure,F
1937,Digital,2010,80000000,Mystery,F
1938,Digital,2010,80000000,Thriller,D
1939,Digital,2010,80000000,Mystery,D
1940,65 mm,2010,80000000,Thriller,F
1941,65 mm,2010,80000000,Mystery,F
1942,65 mm,2010,80000000,Thriller,D
1943,65 mm,2010,80000000,Mystery,D
1944,35 mm,2010,80000000,Thriller,F
1945,35 mm,2010,80000000,Mystery,F
1946,35 mm,2010,80000000,Thriller,D
1947,35 mm,2010,80000000,Mystery,D
1948,35 mm,2010,150000000,Fantasy,F
1949,Digital,2010,165000000,Comedy,D
1950,35 mm,2010,150000000,Family,F
1951,35 mm,2010,150000000,Action,F
1952,35 mm,2010,15000000,Drama,F
1953,35 mm,2010,15000000,Biography,F
1954,Digital,2010,130000000,Sci-Fi,D
1955,Digital,2010,130000000,Family,D
1956,Digital,2010,130000000,Comedy,D
1957,Digital,2010,130000000,Animation,D
1958,Digital,2010,130000000,Action,D
1959,35 mm,2010,100000000,Romance,F
1960,35 mm,2010,100000000,Comedy,F
1961,Video,2010,75000000,Comedy,D
1962,35 mm,2010,125000000,Fantasy,F
1963,35 mm,2010,150000000,Adventure,F
1964,Digital,2010,80000000,Thriller,F
1965,Digital,2010,165000000,Animation,D
1966,Digital,2010,69000000,Family,D
1967,35 mm,2010,170000000,Action,D
1968,HDCAM,2010,200000000,Fantasy,F
1969,HDCAM,2010,200000000,Family,F
1970,HDCAM,2010,200000000,Adventure,F
1971,HDCAM,2010,200000000,Fantasy,D
1972,HDCAM,2010,200000000,Family,D
1973,HDCAM,2010,200000000,Adventure,D
1974,Digital,2010,200000000,Fantasy,F
1975,Digital,2010,200000000,Family,F
1976,Digital,2010,200000000,Adventure,F
1977,Digital,2010,200000000,Fantasy,D
1978,Digital,2010,200000000,Family,D
1979,Digital,2010,200000000,Adventure,D
1980,35 mm,2010,200000000,Fantasy,F
1981,35 mm,2010,200000000,Family,F
1982,35 mm,2010,200000000,Adventure,F
1983,35 mm,2010,200000000,Fantasy,D
1984,35 mm,2010,200000000,Family,D
1985,35 mm,2010,200000000,Adventure,D
1986,Digital,2010,200000000,Fantasy,D
1987,35 mm,2010,100000000,Action,F
1988,Digital,2010,200000000,Family,D
1989,Digital,2010,200000000,Comedy,D
1990,Digital,2010,200000000,Animation,D
1991,Digital,2010,200000000,Adventure,D
1992,35 mm,2010,170000000,Adventure,D
1993,35 mm,2010,170000000,Sci-Fi,D
1994,35 mm,2010,170000000,Action,F
1995,35 mm,2010,170000000,Adventure,F
1996,Digital,2010,69000000,Comedy,D
1997,Digital,2010,69000000,Animation,D
1998,Digital,2010,69000000,Adventure,D
1999,65 mm,2010,160000000,Thriller,F
2000,65 mm,2010,160000000,Sci-Fi,F
2001,65 mm,2010,160000000,Adventure,F
2002,65 mm,2010,160000000,Action,F
2003,35 mm,2010,160000000,Thriller,F
2004,35 mm,2010,160000000,Sci-Fi,F
2005,35 mm,2010,160000000,Adventure,F
2006,35 mm,2010,160000000,Action,F
2007,35 mm,2010,125000000,Mystery,F
2008,Digital,2010,165000000,Adventure,D
2009,35 mm,2010,125000000,Fantasy,F
2010,35 mm,2010,125000000,Adventure,F
2011,35 mm,2010,68000000,Romance,F
