,director,negative_format,year,budget,genres,film_type
6133,"Jones, Duncan",Redcode RAW,2011,32000000.0,Mystery,D
6134,"Jones, Duncan",35 mm,2011,32000000.0,Romance,F
6135,"Spielberg, Steven",Digital,2011,130000000.0,Action,D
6136,"Shults, Trey Edward",,2011,,Short,U
6137,"Jones, Duncan",Redcode RAW,2011,32000000.0,Romance,D
6138,"Jones, Duncan",Redcode RAW,2011,32000000.0,Sci-Fi,D
6139,"Jones, Duncan",Redcode RAW,2011,32000000.0,Thriller,D
6140,"Jones, Duncan",Redcode RAW,2011,32000000.0,Mystery,F
6141,"Jones, Duncan",Redcode RAW,2011,32000000.0,Romance,F
6142,"Jones, Duncan",Redcode RAW,2011,32000000.0,Sci-Fi,F
6143,"Spielberg, Steven",35 mm,2011,70000000.0,Drama,F
6144,"Jones, Duncan",Redcode RAW,2011,32000000.0,Thriller,F
6145,"Marshall, Rob",Redcode RAW,2011,378500000.0,Action,D
6146,"Jonze, Spike",Video,2011,,Short,F
6147,"Sena, Dominic",35 mm,2011,,Adventure,F
6148,"Jonze, Spike",Video,2011,,Music,F
6149,"Jonze, Spike",Video,2011,,Drama,F
6150,"Jones, Duncan",35 mm,2011,32000000.0,Mystery,F
6151,"Jones, Duncan",35 mm,2011,32000000.0,Thriller,D
6152,"Spielberg, Steven",Digital,2011,130000000.0,Animation,D
6153,"Jones, Duncan",35 mm,2011,32000000.0,Sci-Fi,D
6154,"Jones, Duncan",35 mm,2011,32000000.0,Romance,D
6155,"Spielberg, Steven",Digital,2011,130000000.0,Adventure,D
6156,"Jones, Duncan",35 mm,2011,32000000.0,Thriller,F
6157,"Luhrmann, Baz",,2012,,Drama,U
6158,"Stokes, Chris",Redcode RAW,2012,,Musical,D
6159,"Stokes, Chris",,2012,,Horror,U
6160,"Nolfi, George",,2012,,Short,U
6161,"Luhrmann, Baz",,2012,,Drama,U
6162,"Luhrmann, Baz",,2012,,Short,U
6163,"Luhrmann, Baz",,2012,,Drama,U
6164,"Luhrmann, Baz",,2012,,Short,U
6165,"Daniels, Lee",16 mm,2012,,Drama,F
6166,"Moore, Jason",Digital,2012,17000000.0,Music,D
6167,"Luhrmann, Baz",,2012,,Short,U
6168,"Luhrmann, Baz",,2012,,Drama,U
6169,"Cohen, Rob",35 mm,2012,35000000.0,Crime,F
6170,"Daniels, Lee",16 mm,2012,,Thriller,F
6171,"Nolfi, George",,2012,,Comedy,U
6172,"Darnell, Eric",Digital,2012,145000000.0,Family,D
6173,"Cohen, Rob",35 mm,2012,35000000.0,Action,D
6174,"Stone, Oliver",35 mm,2012,45000000.0,Crime,F
6175,"Darnell, Eric",Digital,2012,145000000.0,Animation,D
6176,"Cohen, Rob",35 mm,2012,35000000.0,Crime,D
6177,"Boone, Josh",,2012,,Romance,U
6178,"Nolan, Christopher",65 mm,2012,275000000.0,Thriller,F
6179,"Cohen, Rob",Digital,2012,35000000.0,Action,D
6180,"Darnell, Eric",Digital,2012,145000000.0,Adventure,D
6181,"Cohen, Rob",Digital,2012,35000000.0,Crime,D
6182,"Cohen, Rob",Digital,2012,35000000.0,Mystery,D
6183,"Nolan, Christopher",65 mm,2012,275000000.0,Action,F
6184,"Nolan, Christopher",35 mm,2012,275000000.0,Thriller,F
6185,"Stoller, Nicholas",Digital,2012,30000000.0,Romance,D
6186,"Cohen, Rob",35 mm,2012,35000000.0,Mystery,D
6187,"Stoller, Nicholas",Digital,2012,30000000.0,Comedy,D
6188,"Nolan, Christopher",35 mm,2012,275000000.0,Action,F
6189,"Moore, Jason",Digital,2012,17000000.0,Romance,D
6190,"Darnell, Eric",Digital,2012,145000000.0,Comedy,D
6191,"Stoller, Nicholas",Codex,2012,30000000.0,Romance,D
6192,"Bornedal, Ole",35 mm,2012,14000000.0,Horror,F
6193,"Nolfi, George",,2012,,Short,U
6194,"Cohen, Rob",35 mm,2012,35000000.0,Thriller,F
6195,"Cohen, Rob",35 mm,2012,35000000.0,Mystery,F
6196,"Luhrmann, Baz",,2012,,Short,U
6197,"Stone, Oliver",35 mm,2012,45000000.0,Drama,F
6198,"Cutforth, Dan",Redcode RAW,2012,12000000.0,Music,D
6199,"Stone, Oliver",35 mm,2012,45000000.0,Thriller,F
6200,"Stone, Oliver",,2012,,Documentary,U
6201,"Cutforth, Dan",Redcode RAW,2012,12000000.0,Documentary,D
6202,"Schulman, Ariel",,2012,,Short,U
6203,"Schulman, Ariel",,2012,,Documentary,U
6204,"Schulman, Ariel",,2012,5000000.0,Horror,U
6205,"Moore, Jason",Digital,2012,17000000.0,Comedy,D
6206,"Stoller, Nicholas",Codex,2012,30000000.0,Comedy,D
6207,"Nolfi, George",,2012,,Comedy,U
6208,"Miller, Christopher",35 mm,2012,42000000.0,Action,D
6209,"Cohen, Rob",Digital,2012,35000000.0,Action,F
6210,"Martino, Steve",Digital,2012,95000000.0,Fantasy,D
6211,"Cretton, Destin Daniel",,2012,,Drama,U
6212,"Small, Leslie",,2012,,Comedy,U
6213,"Small, Leslie",,2012,,Comedy,U
6214,"Luhrmann, Baz",,2012,,Short,U
6215,"Conran, Kerry",,2012,,Sci-Fi,U
6216,"Sonnenfeld, Barry",Digital,2012,215000000.0,Sci-Fi,F
6217,"Conran, Kerry",,2012,,Short,U
6218,"Maynard, Mimi",,2012,,Adventure,U
6219,"Maynard, Mimi",,2012,,Animation,U
6220,"Maynard, Mimi",,2012,,Family,U
6221,"Najafi, Babak",,2012,,Thriller,D
6222,"Najafi, Babak",,2012,,Drama,D
6223,"Sonnenfeld, Barry",Digital,2012,215000000.0,Family,F
6224,"Martino, Steve",Digital,2012,95000000.0,Family,D
6225,"Sonnenfeld, Barry",Digital,2012,215000000.0,Comedy,F
6226,"Sonnenfeld, Barry",Digital,2012,215000000.0,Action,F
6227,"Sonnenfeld, Barry",Digital,2012,215000000.0,Sci-Fi,D
6228,"Sonnenfeld, Barry",Digital,2012,215000000.0,Family,D
6229,"Sonnenfeld, Barry",Digital,2012,215000000.0,Comedy,D
6230,"Sonnenfeld, Barry",Digital,2012,215000000.0,Adventure,D
6231,"Sonnenfeld, Barry",Digital,2012,215000000.0,Action,D
6232,"Najafi, Babak",,2012,,Crime,D
6233,"Najafi, Babak",,2012,,Action,D
6234,"Sonnenfeld, Barry",35 mm,2012,215000000.0,Sci-Fi,F
6235,"Cluff, Travis",,2012,,Family,D
6236,"Cluff, Travis",,2012,,Drama,D
6237,"Sonnenfeld, Barry",35 mm,2012,215000000.0,Family,F
6238,"Sonnenfeld, Barry",35 mm,2012,215000000.0,Comedy,F
6239,"Cluff, Travis",,2012,,Adventure,D
6240,"Sonnenfeld, Barry",Digital,2012,215000000.0,Adventure,F
6241,"Martino, Steve",Digital,2012,95000000.0,Comedy,D
6242,"Condon, Bill",35 mm,2012,136200000.0,Romance,F
6243,"Condon, Bill",35 mm,2012,136200000.0,Fantasy,F
6244,"Bekmambetov, Timur",Codex ARRIRAW,2012,67500000.0,Action,D
6245,"Bekmambetov, Timur",Codex ARRIRAW,2012,67500000.0,Fantasy,D
6246,"Bekmambetov, Timur",Codex ARRIRAW,2012,67500000.0,Horror,D
6247,"Bekmambetov, Timur",Codex ARRIRAW,2012,67500000.0,Western,D
6248,"Bekmambetov, Timur",Codex ARRIRAW,2012,67500000.0,Action,F
6249,"Bekmambetov, Timur",Codex ARRIRAW,2012,67500000.0,Fantasy,F
6250,"Bekmambetov, Timur",Codex ARRIRAW,2012,67500000.0,Horror,F
6251,"Spielberg, Steven",35 mm,2012,65000000.0,War,F
6252,"Spielberg, Steven",35 mm,2012,65000000.0,History,F
6253,"Spielberg, Steven",35 mm,2012,65000000.0,Drama,F
6254,"Spielberg, Steven",35 mm,2012,65000000.0,Biography,F
6255,"Bekmambetov, Timur",Codex ARRIRAW,2012,67500000.0,Western,F
6256,"Speer, Scott",Redcode RAW,2012,33000000.0,Romance,D
6257,"Speer, Scott",Redcode RAW,2012,33000000.0,Music,D
6258,"Speer, Scott",Redcode RAW,2012,33000000.0,Drama,D
6259,"Cronenberg, David",Digital,2012,,Drama,D
6260,"Condon, Bill",35 mm,2012,136200000.0,Adventure,F
6261,"Condon, Bill",35 mm,2012,136200000.0,Drama,F
6262,"Mendes, Sam",Codex,2012,200000000.0,Action,D
6263,"Mendes, Sam",Codex,2012,200000000.0,Adventure,D
6264,"Mendes, Sam",Codex,2012,200000000.0,Thriller,D
6265,"Mendes, Sam",Redcode RAW,2012,200000000.0,Action,D
6266,"Mendes, Sam",Redcode RAW,2012,200000000.0,Adventure,D
6267,"Sonnenfeld, Barry",35 mm,2012,215000000.0,Adventure,F
6268,"Mendes, Sam",Redcode RAW,2012,200000000.0,Thriller,D
6269,"Martino, Steve",Digital,2012,95000000.0,Adventure,D
6270,"Sluizer, George",35 mm,2012,,Thriller,F
6271,"Siri, Florent-Emilio",35 mm,2012,,Music,F
6272,"Siri, Florent-Emilio",35 mm,2012,,Drama,F
6273,"Cretton, Destin Daniel",,2012,,Music,U
6274,"Siri, Florent-Emilio",35 mm,2012,,Biography,F
6275,"Martino, Steve",Digital,2012,95000000.0,Animation,D
6276,"Bekmambetov, Timur",35 mm,2012,67500000.0,Western,F
6277,"Sonnenfeld, Barry",35 mm,2012,215000000.0,Action,F
6278,"Sonnenfeld, Barry",35 mm,2012,215000000.0,Family,D
6279,"Megaton, Olivier",35 mm,2012,45000000.0,Thriller,F
6280,"Megaton, Olivier",35 mm,2012,45000000.0,Crime,F
6281,"Megaton, Olivier",35 mm,2012,45000000.0,Action,F
6282,"McGrath, Tom",Digital,2012,145000000.0,Adventure,D
6283,"McGrath, Tom",Digital,2012,145000000.0,Animation,D
6284,"McGrath, Tom",Digital,2012,145000000.0,Comedy,D
6285,"McTeigue, James",35 mm,2012,,Thriller,F
6286,"McTeigue, James",35 mm,2012,,Mystery,F
6287,"McTeigue, James",35 mm,2012,,Crime,F
6288,"Muccino, Gabriele",35 mm,2012,,Comedy,F
6289,"Muccino, Gabriele",35 mm,2012,,Romance,F
6290,"Muccino, Gabriele",35 mm,2012,,Sport,F
6291,"McGrath, Tom",Digital,2012,145000000.0,Family,D
6292,"Coraci, Frank",Codex,2012,42000000.0,Sport,D
6293,"Berg, Peter",35 mm,2012,209000000.0,Thriller,F
6294,"Coraci, Frank",Codex,2012,42000000.0,Comedy,D
6295,"Soderbergh, Steven",Redcode RAW,2012,7000000.0,Drama,D
6296,"Soderbergh, Steven",Redcode RAW,2012,7000000.0,Comedy,D
6297,"McQuarrie, Christopher",35 mm,2012,60000000.0,Thriller,F
6298,"McQuarrie, Christopher",35 mm,2012,60000000.0,Mystery,F
6299,"McQuarrie, Christopher",35 mm,2012,60000000.0,Crime,F
6300,"McQuarrie, Christopher",35 mm,2012,60000000.0,Action,F
6301,"Berlinger, Joe",,2012,,Biography,U
6302,"Berlinger, Joe",,2012,,Documentary,U
6303,"Berlinger, Joe",,2012,,History,U
6304,"Berlinger, Joe",,2012,,Music,U
6305,"Scott, Ridley",Redcode RAW,2012,125000000.0,Adventure,D
6306,"Scott, Ridley",Redcode RAW,2012,125000000.0,Mystery,D
6307,"Scott, Ridley",Redcode RAW,2012,125000000.0,Sci-Fi,D
6308,"Berman, Shari Springer",SxS Pro,2012,,Comedy,D
6309,"Coraci, Frank",Codex,2012,42000000.0,Action,D
6310,"Berg, Peter",35 mm,2012,209000000.0,Sci-Fi,F
6311,"Berg, Peter",35 mm,2012,209000000.0,Adventure,F
6312,"Berg, Peter",35 mm,2012,209000000.0,Action,F
6313,"Sonnenfeld, Barry",35 mm,2012,215000000.0,Comedy,D
6314,"Sonnenfeld, Barry",35 mm,2012,215000000.0,Adventure,D
6315,"Sonnenfeld, Barry",35 mm,2012,215000000.0,Action,D
6316,"Bell, William Brent",Digital,2012,1000000.0,Horror,D
6317,"McCoy, Mike",35 mm,2012,12000000.0,Action,D
6318,"McCoy, Mike",35 mm,2012,12000000.0,Adventure,D
6319,"McCoy, Mike",35 mm,2012,12000000.0,Drama,D
6320,"McCoy, Mike",35 mm,2012,12000000.0,Thriller,D
6321,"McCoy, Mike",35 mm,2012,12000000.0,War,D
6322,"McCoy, Mike",35 mm,2012,12000000.0,Action,F
6323,"McCoy, Mike",35 mm,2012,12000000.0,Adventure,F
6324,"McCoy, Mike",35 mm,2012,12000000.0,Drama,F
6325,"McCoy, Mike",35 mm,2012,12000000.0,Thriller,F
6326,"McCoy, Mike",35 mm,2012,12000000.0,War,F
6327,"McCoy, Mike",Video,2012,12000000.0,Action,D
6328,"McCoy, Mike",Video,2012,12000000.0,Adventure,D
6329,"McCoy, Mike",Video,2012,12000000.0,Drama,D
6330,McG,35 mm,2012,65000000.0,Romance,F
6331,McG,35 mm,2012,65000000.0,Comedy,F
6332,McG,35 mm,2012,65000000.0,Action,F
6333,"Meghie, Stella",,2012,,Comedy,U
6334,"Meghie, Stella",,2012,,Drama,U
6335,"McCoy, Mike",Video,2012,12000000.0,War,F
6336,"Sonnenfeld, Barry",35 mm,2012,215000000.0,Sci-Fi,D
6337,"McCoy, Mike",Video,2012,12000000.0,Thriller,F
6338,"McCoy, Mike",Video,2012,12000000.0,Adventure,F
6339,"McCoy, Mike",Video,2012,12000000.0,Action,F
6340,"McCoy, Mike",Video,2012,12000000.0,War,D
6341,"Meghie, Stella",,2012,,Romance,U
6342,"Meghie, Stella",,2012,,Short,U
6343,"McCoy, Mike",Video,2012,12000000.0,Thriller,D
6344,"McCoy, Mike",Video,2012,12000000.0,Drama,F
6345,"Cohen, Rob",Digital,2012,35000000.0,Thriller,D
6346,"Marsh, James",35 mm,2012,,Thriller,F
6347,"Bekmambetov, Timur",35 mm,2012,67500000.0,Horror,F
6348,"Stockwell, John",35 mm,2012,,Drama,F
6349,"Stockwell, John",35 mm,2012,,Adventure,F
6350,"Sheridan, Kirsten",Redcode RAW,2012,,Drama,D
6351,"Bigelow, Kathryn",Codex,2012,52500000.0,Thriller,D
6352,"Bigelow, Kathryn",Codex,2012,52500000.0,History,D
6353,"Bigelow, Kathryn",Codex,2012,52500000.0,Drama,D
6354,"Silverman, David",,2012,,Animation,U
6355,"Silverman, David",,2012,,Comedy,U
6356,"Silverman, David",,2012,,Family,U
6357,"Silverman, David",,2012,,Short,U
6358,"Stevenson, John",,2012,,Short,U
6359,"Stevenson, John",,2012,,Animation,U
6360,"Shepard, Dax",Digital,2012,,Romance,D
6361,"Moore, Rich",Digital,2012,165000000.0,Adventure,D
6362,"Stockwell, John",35 mm,2012,,Thriller,F
6363,"Moore, Rich",Digital,2012,165000000.0,Animation,D
6364,"Moore, Rich",Digital,2012,165000000.0,Family,D
6365,"Malick, Terrence",35 mm,2012,,Drama,D
6366,"Malick, Terrence",35 mm,2012,,Romance,D
6367,"Malick, Terrence",35 mm,2012,,Drama,F
6368,"Malick, Terrence",35 mm,2012,,Romance,F
6369,"Malick, Terrence",65 mm,2012,,Drama,D
6370,"Malick, Terrence",65 mm,2012,,Romance,D
6371,"Malick, Terrence",65 mm,2012,,Drama,F
6372,"Malick, Terrence",65 mm,2012,,Romance,F
6373,"Malick, Terrence",Redcode RAW,2012,,Drama,D
6374,"Malick, Terrence",Redcode RAW,2012,,Romance,D
6375,"Malick, Terrence",Redcode RAW,2012,,Drama,F
6376,"Malick, Terrence",Redcode RAW,2012,,Romance,F
6377,"Boom, Benny",,2012,,Short,U
6378,"Moore, Rich",Digital,2012,165000000.0,Comedy,D
6379,"MacGillivray, Greg",65 mm,2012,,Documentary,F
6380,"Boone, Josh",,2012,,Comedy,U
6381,"Stokes, Chris",,2012,,Action,U
6382,"Cohen, Rob",Digital,2012,35000000.0,Crime,F
6383,"Cohen, Rob",Digital,2012,35000000.0,Mystery,F
6384,"Macdonald, Kevin",16 mm,2012,,Biography,D
6385,"Macdonald, Kevin",16 mm,2012,,Documentary,D
6386,"Macdonald, Kevin",16 mm,2012,,Music,D
6387,"Macdonald, Kevin",16 mm,2012,,Biography,F
6388,"Cohen, Rob",Digital,2012,35000000.0,Thriller,F
6389,"Macdonald, Kevin",16 mm,2012,,Documentary,F
6390,"Macdonald, Kevin",16 mm,2012,,Music,F
6391,"Macdonald, Kevin",35 mm,2012,,Biography,D
6392,"Macdonald, Kevin",35 mm,2012,,Documentary,D
6393,"Macdonald, Kevin",35 mm,2012,,Music,D
6394,"Macdonald, Kevin",35 mm,2012,,Biography,F
6395,"Macdonald, Kevin",35 mm,2012,,Documentary,F
6396,"Macdonald, Kevin",35 mm,2012,,Music,F
6397,"Macdonald, Kevin",Video,2012,,Biography,D
6398,"Macdonald, Kevin",Video,2012,,Documentary,D
6399,"Stokes, Chris",,2012,,Drama,U
6400,"Stokes, Chris",,2012,,Music,U
6401,"MacFarlane, Seth",Video,2012,50000000.0,Fantasy,D
6402,"Cole, Nigel",,2012,,Comedy,U
6403,"MacFarlane, Seth",Video,2012,50000000.0,Comedy,D
6404,"Stokes, Chris",,2012,,Sci-Fi,U
6405,"Boom, Benny",,2012,,Music,U
6406,"Stokes, Chris",,2012,,Action,U
6407,"Boone, Josh",,2012,,Drama,U
6408,"Cole, Nigel",,2012,,Comedy,U
6409,"Macdonald, Kevin",Video,2012,,Music,F
6410,"Macdonald, Kevin",Video,2012,,Documentary,F
6411,"Macdonald, Kevin",Video,2012,,Biography,F
6412,"Macdonald, Kevin",Video,2012,,Music,D
6413,"Stokes, Chris",Redcode RAW,2012,,Drama,D
6414,"Marsh, James",35 mm,2012,,Drama,F
6415,"Boom, Benny",,2012,,Short,U
6416,"Newitt, Jeff",Digital Stills,2012,55000000.0,Family,D
6417,"Miller, Christopher",35 mm,2012,42000000.0,Action,F
6418,"Miller, Christopher",35 mm,2012,42000000.0,Crime,D
6419,"Miller, Christopher",35 mm,2012,42000000.0,Comedy,D
6420,"Spottiswoode, Roger",,2012,,War,U
6421,"Spottiswoode, Roger",,2012,,Documentary,U
6422,"Singh, Tarsem",Digital,2012,85000000.0,Adventure,D
6423,"Singh, Tarsem",Digital,2012,85000000.0,Comedy,D
6424,"Singh, Tarsem",Digital,2012,85000000.0,Drama,D
6425,"Singh, Tarsem",Digital,2012,85000000.0,Family,D
6426,"Miller, Bennett",,2012,,Short,U
6427,"Miller, Bennett",,2012,,Documentary,U
6428,"Singh, Tarsem",Digital,2012,85000000.0,Fantasy,D
6429,"Bayer, Samuel",,2012,,Short,U
6430,"Michell, Roger",SxS Pro,2012,,History,D
6431,"Miller, Christopher",35 mm,2012,42000000.0,Comedy,F
6432,"Michell, Roger",SxS Pro,2012,,Drama,D
6433,"Michell, Roger",SxS Pro,2012,,Biography,D
6434,"Bekmambetov, Timur",35 mm,2012,67500000.0,Action,D
6435,"Bekmambetov, Timur",35 mm,2012,67500000.0,Fantasy,D
6436,"Marcus, Adam",,2012,,Comedy,U
6437,"Marcus, Adam",,2012,,Drama,U
6438,"Marcus, Adam",,2012,,Romance,U
6439,"Marcus, Adam",,2012,,Short,U
6440,"Bekmambetov, Timur",35 mm,2012,67500000.0,Horror,D
6441,"Bekmambetov, Timur",35 mm,2012,67500000.0,Western,D
6442,"Bekmambetov, Timur",35 mm,2012,67500000.0,Action,F
6443,"Mårlind, Måns",Redcode RAW,2012,70000000.0,Action,D
6444,"Mårlind, Måns",Redcode RAW,2012,70000000.0,Fantasy,D
6445,"Mårlind, Måns",Redcode RAW,2012,70000000.0,Horror,D
6446,"Bekmambetov, Timur",35 mm,2012,67500000.0,Fantasy,F
6447,"Michell, Roger",SxS Pro,2012,,Comedy,D
6448,"Miller, Christopher",35 mm,2012,42000000.0,Crime,F
6449,"Miller, Christopher",Codex,2012,42000000.0,Action,D
6450,"Miller, Christopher",Codex,2012,42000000.0,Comedy,D
6451,"Newitt, Jeff",Digital Stills,2012,55000000.0,Comedy,D
6452,"Newitt, Jeff",Digital Stills,2012,55000000.0,Animation,D
6453,"Newitt, Jeff",Digital Stills,2012,55000000.0,Adventure,D
6454,"Newell, Mike",35 mm,2012,,Romance,F
6455,"Newell, Mike",35 mm,2012,,Drama,F
6456,"Moore, Rich",Digital,2012,165000000.0,Fantasy,D
6457,"Shepard, Dax",Digital,2012,,Comedy,D
6458,"Shepard, Dax",Digital,2012,,Action,D
6459,"Stein, Björn",Redcode RAW,2012,70000000.0,Horror,D
6460,"Stein, Björn",Redcode RAW,2012,70000000.0,Fantasy,D
6461,"Stein, Björn",Redcode RAW,2012,70000000.0,Action,D
6462,"Shankman, Adam",Codex,2012,70000000.0,Romance,D
6463,"Shankman, Adam",Codex,2012,70000000.0,Musical,D
6464,"Boom, Benny",,2012,,Short,U
6465,"Boom, Benny",,2012,,Music,U
6466,"Shankman, Adam",Codex,2012,70000000.0,Drama,D
6467,"Shankman, Adam",Codex,2012,70000000.0,Comedy,D
6468,"Miller, Christopher",Codex,2012,42000000.0,Crime,D
6469,"Miller, Christopher",Codex,2012,42000000.0,Action,F
6470,"Mandoki, Luis",,2012,,Romance,U
6471,"Mandoki, Luis",,2012,,Drama,U
6472,"Mandoki, Luis",,2012,,Adventure,U
6473,"Spurlock, Morgan",,2012,,Documentary,U
6474,"Boom, Benny",,2012,,Music,U
6475,"Miller, Christopher",Codex,2012,42000000.0,Comedy,F
6476,"Stanton, Andrew",35 mm,2012,275000000.0,Action,F
6477,"Stanton, Andrew",35 mm,2012,275000000.0,Adventure,F
6478,"Stanton, Andrew",35 mm,2012,275000000.0,Sci-Fi,F
6479,"Stassen, Ben",,2012,,Adventure,U
6480,"Stassen, Ben",,2012,,Animation,U
6481,"Stassen, Ben",,2012,,Family,U
6482,"Miller, Christopher",Codex,2012,42000000.0,Crime,F
6483,"Luhrmann, Baz",,2012,,Drama,U
6484,"Cohen, Rob",35 mm,2012,35000000.0,Thriller,D
6485,"Luhrmann, Baz",,2012,,Drama,U
6486,"Hooper, Tom",35 mm,2012,65000000.0,War,F
6487,"Hooper, Tom",35 mm,2012,65000000.0,Romance,F
6488,"Hooper, Tom",35 mm,2012,65000000.0,Musical,F
6489,"Hooper, Tom",35 mm,2012,65000000.0,History,F
6490,"Hooper, Tom",35 mm,2012,65000000.0,Drama,F
6491,"Weitz, Paul",35 mm,2012,,Drama,F
6492,"Prieto, Luis",,2012,,Action,U
6493,"Prieto, Luis",Redcode RAW,2012,,Crime,D
6494,"Prieto, Luis",Redcode RAW,2012,,Thriller,D
6495,"Anderson, Paul Thomas",35 mm,2012,,Drama,F
6496,"Ross, Gary",35 mm,2012,80000000.0,Thriller,F
6497,"Anderson, Paul Thomas",65 mm,2012,,Drama,F
6498,"Figgis, Mike",,2012,,Thriller,U
6499,"Hogan, P.J.",Redcode RAW,2012,,Drama,D
6500,"Hogan, P.J.",Redcode RAW,2012,,Comedy,D
6501,"West, Simon",35 mm,2012,100000000.0,Adventure,F
6502,"West, Simon",35 mm,2012,100000000.0,Thriller,F
6503,"Hoffman, Michael",Codex,2012,,Crime,D
6504,"Hoffman, Michael",Codex,2012,,Comedy,D
6505,"Ross, Gary",35 mm,2012,80000000.0,Sci-Fi,F
6506,"West, Simon",35 mm,2012,,Action,F
6507,"West, Simon",35 mm,2012,,Crime,F
6508,"West, Simon",35 mm,2012,,Drama,F
6509,"West, Simon",35 mm,2012,,Thriller,F
6510,"West, Simon",35 mm,2012,100000000.0,Action,F
6511,"Fickman, Andy",Video,2012,25000000.0,Family,F
6512,"Fickman, Andy",Video,2012,25000000.0,Comedy,F
6513,"Fickman, Andy",Video,2012,25000000.0,Family,D
6514,"Waugh, Scott",Video,2012,12000000.0,Drama,F
6515,"Waugh, Scott",Video,2012,12000000.0,Thriller,F
6516,"Waugh, Scott",Video,2012,12000000.0,War,F
6517,"Webb, Marc",Redcode RAW,2012,220000000.0,Action,D
6518,"Webb, Marc",Redcode RAW,2012,220000000.0,Adventure,D
6519,"Polanski, Roman",35 mm,2012,,Comedy,F
6520,"Polanski, Roman",35 mm,2012,,Short,F
6521,"Webber, Peter",35 mm,2012,,Drama,F
6522,"Webber, Peter",35 mm,2012,,History,F
6523,"Anderson, Paul W.S.",Redcode RAW,2012,65000000.0,Thriller,D
6524,"Anderson, Paul W.S.",Redcode RAW,2012,65000000.0,Sci-Fi,D
6525,"Anderson, Paul W.S.",Redcode RAW,2012,65000000.0,Horror,D
6526,"Anderson, Paul W.S.",Redcode RAW,2012,65000000.0,Action,D
6527,"Brambilla, Marco",,2012,,Short,U
6528,"Ponsoldt, James",SxS Pro,2012,,Drama,D
6529,"Fickman, Andy",35 mm,2012,25000000.0,Comedy,D
6530,"Fickman, Andy",35 mm,2012,25000000.0,Family,D
6531,"Fickman, Andy",35 mm,2012,25000000.0,Comedy,F
6532,"Fickman, Andy",35 mm,2012,25000000.0,Family,F
6533,"Fickman, Andy",Video,2012,25000000.0,Comedy,D
6534,"Howard, Byron",,2012,,Short,U
6535,"Howard, Byron",,2012,,Family,U
6536,"Howard, Byron",,2012,,Comedy,U
6537,"Howard, Byron",,2012,,Animation,U
6538,"Howard, Byron",,2012,,Action,U
6539,"Ross, Gary",35 mm,2012,80000000.0,Adventure,F
6540,"Pritts, Rob",,2012,,Comedy,U
6541,"Pritts, Rob",,2012,,Drama,U
6542,"Pritts, Rob",,2012,,Short,U
6543,"Whedon, Joss",Video,2012,225000000.0,Sci-Fi,D
6544,"Whedon, Joss",Video,2012,225000000.0,Action,F
6545,"Whedon, Joss",Video,2012,225000000.0,Adventure,F
6546,"Whedon, Joss",Video,2012,225000000.0,Sci-Fi,F
6547,"Pritts, Rob",,2012,,Short,U
6548,"Hicks, Scott",35 mm,2012,25000000.0,Romance,F
6549,"Hicks, Scott",35 mm,2012,25000000.0,Drama,F
6550,"Fleder, Gary",,2012,,Adventure,U
6551,"Fleder, Gary",,2012,,Short,U
6552,"Pulcini, Robert",SxS Pro,2012,,Comedy,D
6553,"Purcell, Steve",Digital,2012,185000000.0,Adventure,D
6554,"Purcell, Steve",Digital,2012,185000000.0,Animation,D
6555,"Purcell, Steve",Digital,2012,185000000.0,Comedy,D
6556,"Purcell, Steve",Digital,2012,185000000.0,Family,D
6557,"Purcell, Steve",Digital,2012,185000000.0,Fantasy,D
6558,"Purcell, Steve",Digital,2012,185000000.0,Thriller,D
6559,"Whitesell, John",,2012,,Comedy,U
6560,"Whitesell, John",,2012,,Family,U
6561,"Whitesell, John",,2012,,Fantasy,U
6562,"Whitesell, John",,2012,,Sport,U
6563,"Anders, Sean",Redcode RAW,2012,57500000.0,Comedy,D
6564,"Hemingway, Anthony",Video,2012,58000000.0,War,D
6565,"Hemingway, Anthony",Video,2012,58000000.0,History,D
6566,"Hemingway, Anthony",Video,2012,58000000.0,Drama,D
6567,"Hemingway, Anthony",Video,2012,58000000.0,Adventure,D
6568,"Whedon, Joss",Video,2012,225000000.0,Adventure,D
6569,"Waugh, Scott",Video,2012,12000000.0,Adventure,F
6570,"Whedon, Joss",Video,2012,225000000.0,Action,D
6571,"Pritts, Rob",,2012,,Drama,U
6572,"Pritts, Rob",,2012,,Comedy,U
6573,"Whedon, Joss",Redcode RAW,2012,,Comedy,D
6574,"Whedon, Joss",Redcode RAW,2012,,Drama,D
6575,"Whedon, Joss",Redcode RAW,2012,,Romance,D
6576,"Whedon, Joss",Video,2012,,Comedy,D
6577,"Whedon, Joss",Video,2012,,Drama,D
6578,"Whedon, Joss",Video,2012,,Romance,D
6579,"Whedon, Joss",35 mm,2012,225000000.0,Action,D
6580,"Whedon, Joss",35 mm,2012,225000000.0,Adventure,D
6581,"Whedon, Joss",35 mm,2012,225000000.0,Sci-Fi,D
6582,"Whedon, Joss",35 mm,2012,225000000.0,Action,F
6583,"Whedon, Joss",35 mm,2012,225000000.0,Adventure,F
6584,"Hillcoat, John",,2012,,Short,U
6585,"Hillcoat, John",Codex,2012,26000000.0,Drama,D
6586,"Hillcoat, John",Codex,2012,26000000.0,Crime,D
