,director,negative_format,year,budget,genres,film_type
6587,"Hillcoat, John",,2012,,Short,U
6588,"Whedon, Joss",35 mm,2012,225000000.0,Sci-Fi,F
6589,"Whedon, Joss",Codex,2012,225000000.0,Action,D
6590,"Whedon, Joss",Codex,2012,225000000.0,Adventure,D
6591,"Whedon, Joss",Codex,2012,225000000.0,Sci-Fi,D
6592,"Whedon, Joss",Codex,2012,225000000.0,Action,F
6593,"Whedon, Joss",Codex,2012,225000000.0,Adventure,F
6594,"Whedon, Joss",Codex,2012,225000000.0,Sci-Fi,F
6595,"Hill, Walter",35 mm,2012,,Thriller,F
6596,"Hill, Walter",35 mm,2012,,Action,F
6597,"Pritts, Rob",,2012,,Family,U
6598,"Waugh, Scott",Video,2012,12000000.0,Action,F
6599,"Waugh, Scott",Video,2012,12000000.0,War,D
6600,"Waugh, Scott",Video,2012,12000000.0,Thriller,D
6601,"Johnson, Rian",35 mm,2012,30000000.0,Drama,F
6602,"Johnson, Rian",35 mm,2012,30000000.0,Crime,F
6603,"Johnson, Rian",35 mm,2012,30000000.0,Action,F
6604,"Espinosa, Daniel",35 mm,2012,85000000.0,Action,F
6605,"Espinosa, Daniel",35 mm,2012,85000000.0,Crime,F
6606,"Espinosa, Daniel",35 mm,2012,85000000.0,Mystery,F
6607,"Espinosa, Daniel",35 mm,2012,85000000.0,Thriller,F
6608,"Joanou, Phil",,2012,,Short,U
6609,"Joanou, Phil",,2012,,Drama,U
6610,"Joanou, Phil",,2012,,Crime,U
6611,"Joanou, Phil",,2012,,Action,U
6612,"Evans, David Mickey",,2012,,Drama,D
6613,"Evans, David Mickey",,2012,,Family,D
6614,"Bradley, Dan",35 mm,2012,65000000.0,Action,F
6615,"Bradley, Dan",35 mm,2012,65000000.0,Sci-Fi,F
6616,"Bradley, Dan",35 mm,2012,65000000.0,Thriller,F
6617,"Peyton, Brad",,2012,79000000.0,Action,D
6618,"Peyton, Brad",,2012,79000000.0,Adventure,D
6619,"Peyton, Brad",,2012,79000000.0,Comedy,D
6620,"Luhrmann, Baz",,2012,,Short,U
6621,"Peyton, Brad",,2012,79000000.0,Fantasy,D
6622,"Peyton, Brad",,2012,79000000.0,Sci-Fi,D
6623,"Andrews, Mark",Digital,2012,185000000.0,Thriller,D
6624,"Andrews, Mark",Digital,2012,185000000.0,Fantasy,D
6625,"Andrews, Mark",Digital,2012,185000000.0,Family,D
6626,"Johnson, Rian",35 mm,2012,30000000.0,Sci-Fi,F
6627,"Andrews, Mark",Digital,2012,185000000.0,Comedy,D
6628,"Johnson, Rian",35 mm,2012,30000000.0,Thriller,F
6629,"Russo-Young, Ry",16 mm,2012,,Drama,F
6630,"Wachowski, Lana",Video,2012,102000000.0,Sci-Fi,D
6631,"Wachowski, Lana",Video,2012,102000000.0,Action,F
6632,"Wachowski, Lana",Video,2012,102000000.0,Drama,F
6633,"Jones, Kirk",Codex,2012,37500000.0,Romance,D
6634,"Jones, Kirk",Codex,2012,37500000.0,Drama,D
6635,"Jones, Kirk",Codex,2012,37500000.0,Comedy,D
6636,"Wachowski, Lana",Video,2012,102000000.0,Mystery,F
6637,"Wachowski, Lana",Video,2012,102000000.0,Sci-Fi,F
6638,"Wachowski, Lilly",35 mm,2012,102000000.0,Action,D
6639,"Wachowski, Lilly",35 mm,2012,102000000.0,Drama,D
6640,"Wachowski, Lilly",35 mm,2012,102000000.0,Mystery,D
6641,"Wachowski, Lilly",35 mm,2012,102000000.0,Sci-Fi,D
6642,"Wachowski, Lilly",35 mm,2012,102000000.0,Action,F
6643,"Wachowski, Lilly",35 mm,2012,102000000.0,Drama,F
6644,"Wachowski, Lilly",35 mm,2012,102000000.0,Mystery,F
6645,"Wachowski, Lilly",35 mm,2012,102000000.0,Sci-Fi,F
6646,"Wachowski, Lilly",Video,2012,102000000.0,Action,D
6647,"Wachowski, Lilly",Video,2012,102000000.0,Drama,D
6648,"Wachowski, Lilly",Video,2012,102000000.0,Mystery,D
6649,"Wachowski, Lilly",Video,2012,102000000.0,Sci-Fi,D
6650,"Wachowski, Lilly",Video,2012,102000000.0,Action,F
6651,"Wachowski, Lilly",Video,2012,102000000.0,Drama,F
6652,"Wachowski, Lilly",Video,2012,102000000.0,Mystery,F
6653,"Wachowski, Lilly",Video,2012,102000000.0,Sci-Fi,F
6654,"Anspaugh, David",,2012,,Drama,U
6655,"Wain, David",35 mm,2012,,Comedy,F
6656,"Hemingway, Anthony",Video,2012,58000000.0,Action,D
6657,"Andrews, Mark",Digital,2012,185000000.0,Animation,D
6658,"Jarvis, Christopher",Super 16,2012,,Short,F
6659,"Jackson, Peter",Redcode RAW,2012,250000000.0,Adventure,D
6660,"Brambilla, Marco",,2012,,Animation,U
6661,"Russell, David O.",35 mm,2012,21000000.0,Romance,F
6662,"Russell, David O.",35 mm,2012,21000000.0,Drama,F
6663,"Russell, David O.",35 mm,2012,21000000.0,Comedy,F
6664,"Waugh, Scott",35 mm,2012,12000000.0,Action,D
6665,"Waugh, Scott",35 mm,2012,12000000.0,Adventure,D
6666,"Waugh, Scott",35 mm,2012,12000000.0,Drama,D
6667,"Waugh, Scott",35 mm,2012,12000000.0,Thriller,D
6668,"Waugh, Scott",35 mm,2012,12000000.0,War,D
6669,"Waugh, Scott",35 mm,2012,12000000.0,Action,F
6670,"Waugh, Scott",35 mm,2012,12000000.0,Adventure,F
6671,"Waugh, Scott",35 mm,2012,12000000.0,Drama,F
6672,"Waugh, Scott",35 mm,2012,12000000.0,Thriller,F
6673,"Waugh, Scott",35 mm,2012,12000000.0,War,F
6674,"Waugh, Scott",Video,2012,12000000.0,Action,D
6675,"Waugh, Scott",Video,2012,12000000.0,Adventure,D
6676,"Waugh, Scott",Video,2012,12000000.0,Drama,D
6677,"Hytner, Nicholas",,2012,,Drama,U
6678,"Fell, Sam",Digital,2012,60000000.0,Adventure,D
6679,"Fell, Sam",Digital,2012,60000000.0,Animation,D
6680,"Fell, Sam",Digital,2012,60000000.0,Comedy,D
6681,"Fell, Sam",Digital,2012,60000000.0,Family,D
6682,"Fell, Sam",Digital,2012,60000000.0,Fantasy,D
6683,"Hurwitz, Jon",35 mm,2012,50000000.0,Comedy,F
6684,"Jackson, Peter",Redcode RAW,2012,250000000.0,Family,D
6685,"Andrews, Mark",Digital,2012,185000000.0,Adventure,D
6686,"Jackson, Peter",Redcode RAW,2012,250000000.0,Fantasy,D
6687,"Watkins, James",35 mm,2012,15000000.0,Horror,F
6688,"Jarvis, Christopher",Super 16,2012,,Drama,F
6689,"Jarvis, Christopher",Super 16,2012,,Comedy,F
6690,"Jarvis, Christopher",8 mm,2012,,Short,F
6691,"Jarvis, Christopher",8 mm,2012,,Drama,F
6692,"Jarvis, Christopher",8 mm,2012,,Comedy,F
6693,"Faris, Valerie",Codex,2012,,Comedy,D
6694,"Faris, Valerie",Codex,2012,,Drama,D
6695,"Faris, Valerie",Codex,2012,,Fantasy,D
6696,"Faris, Valerie",Codex,2012,,Romance,D
6697,"Farrelly, Bobby",35 mm,2012,30000000.0,Comedy,F
6698,"Farrelly, Bobby",35 mm,2012,30000000.0,Family,F
6699,"Anderson, Wes",16 mm,2012,16000000.0,Romance,F
6700,"Anderson, Wes",16 mm,2012,16000000.0,Drama,F
6701,"Anderson, Wes",16 mm,2012,16000000.0,Comedy,F
6702,"Anderson, Wes",16 mm,2012,16000000.0,Adventure,F
6703,"Anderson, Wes",,2012,,Short,U
6704,"Anderson, Wes",,2012,,Fantasy,U
6705,"Anderson, Wes",,2012,,Comedy,U
6706,"Anderson, Wes",,2012,,Animation,U
6707,"Anderson, Wes",,2012,,Short,U
6708,"Anderson, Wes",,2012,,Comedy,U
6709,"Farrelly, Peter",35 mm,2012,30000000.0,Comedy,F
6710,"Farrelly, Peter",35 mm,2012,30000000.0,Family,F
6711,"Watkins, James",35 mm,2012,15000000.0,Drama,F
6712,"Watkins, James",35 mm,2012,15000000.0,Fantasy,F
6713,"Watkins, James",35 mm,2012,15000000.0,Thriller,F
6714,"Fletcher, Anne",35 mm,2012,40000000.0,Comedy,F
6715,"Fletcher, Anne",35 mm,2012,40000000.0,Drama,F
6716,"Rose, Bernard",,2012,,Drama,U
6717,"Roberts, John",35 mm,2012,,Comedy,F
6718,"Roberts, Johannes",,2012,,Short,U
6719,"Roberts, Johannes",,2012,,Horror,U
6720,"Roberts, Johannes",SxS Pro,2012,,Sci-Fi,D
6721,"Adamson, Andrew",,2012,,Drama,D
6722,"Adamson, Andrew",Digital,2012,,Fantasy,D
6723,"Graff, Todd",35 mm,2012,27500000.0,Music,F
6724,"Graff, Todd",35 mm,2012,27500000.0,Drama,F
6725,"Graff, Todd",35 mm,2012,27500000.0,Comedy,F
6726,"Roberts, Johannes",SxS Pro,2012,,Horror,D
6727,"Abu-Assad, Hany",Redcode RAW,2012,,Thriller,D
6728,"Abu-Assad, Hany",Redcode RAW,2012,,Mystery,D
6729,"Abu-Assad, Hany",Redcode RAW,2012,,Drama,D
6730,"Abu-Assad, Hany",Redcode RAW,2012,,Crime,D
6731,"Abu-Assad, Hany",Redcode RAW,2012,,Action,D
6732,"Gordon-Levitt, Joseph",,2012,,Short,U
6733,"Gordon-Levitt, Joseph",,2012,,Animation,U
6734,"Gordon-Levitt, Joseph",,2012,,Short,U
6735,"Gordon-Levitt, Joseph",,2012,,Animation,U
6736,"Robbins, Brian",35 mm,2012,,Drama,F
6737,"Robbins, Brian",35 mm,2012,,Comedy,F
6738,"Yuyama, Kunihiko",,2012,,Adventure,U
6739,"Yuyama, Kunihiko",,2012,,Animation,U
6740,"Yuyama, Kunihiko",,2012,,Comedy,U
6741,"Yuyama, Kunihiko",,2012,,Family,U
6742,"Roberts, John",35 mm,2012,,Drama,F
6743,"Yuyama, Kunihiko",,2012,,Short,U
6744,"Adamson, Andrew",,2012,,War,D
6745,"Affleck, Ben",16 mm,2012,44500000.0,Biography,D
6746,"Affleck, Ben",8 mm,2012,44500000.0,History,D
6747,"Affleck, Ben",8 mm,2012,44500000.0,Drama,D
6748,"Affleck, Ben",8 mm,2012,44500000.0,Biography,D
6749,"Affleck, Ben",35 mm,2012,44500000.0,Thriller,F
6750,"Affleck, Ben",35 mm,2012,44500000.0,History,F
6751,"Affleck, Ben",35 mm,2012,44500000.0,Drama,F
6752,"Affleck, Ben",35 mm,2012,44500000.0,Biography,F
6753,"Affleck, Ben",35 mm,2012,44500000.0,Thriller,D
6754,"Affleck, Ben",35 mm,2012,44500000.0,History,D
6755,"Affleck, Ben",35 mm,2012,44500000.0,Drama,D
6756,"Robinson, Julie Anne",35 mm,2012,42000000.0,Thriller,F
6757,"Robinson, Julie Anne",35 mm,2012,42000000.0,Romance,F
6758,"Robinson, Julie Anne",35 mm,2012,42000000.0,Crime,F
6759,"Robinson, Julie Anne",35 mm,2012,42000000.0,Comedy,F
6760,"Robinson, Julie Anne",35 mm,2012,42000000.0,Action,F
6761,"Affleck, Ben",35 mm,2012,44500000.0,Biography,D
6762,"Reiner, Rob",Digital,2012,,Comedy,D
6763,"Reiner, Rob",Digital,2012,,Drama,D
6764,"Affleck, Ben",16 mm,2012,44500000.0,Thriller,F
6765,"Affleck, Ben",16 mm,2012,44500000.0,History,F
6766,"Affleck, Ben",16 mm,2012,44500000.0,Drama,F
6767,"Affleck, Ben",16 mm,2012,44500000.0,Biography,F
6768,"Affleck, Ben",16 mm,2012,44500000.0,Thriller,D
6769,"Affleck, Ben",16 mm,2012,44500000.0,History,D
6770,"Affleck, Ben",16 mm,2012,44500000.0,Drama,D
6771,"Roberts, John",35 mm,2012,,Romance,F
6772,"Affleck, Ben",8 mm,2012,44500000.0,Thriller,D
6773,"Yuyama, Kunihiko",,2012,,Action,U
6774,"Yuyama, Kunihiko",,2012,,Animation,U
6775,"Gilroy, Tony",Video,2012,125000000.0,Action,D
6776,"Gilroy, Tony",35 mm,2012,125000000.0,Thriller,F
6777,"Gilroy, Tony",35 mm,2012,125000000.0,Romance,F
6778,"Gilroy, Tony",35 mm,2012,125000000.0,Mystery,F
6779,"Gilroy, Tony",35 mm,2012,125000000.0,Adventure,F
6780,"Gilroy, Tony",35 mm,2012,125000000.0,Action,F
6781,"Gilroy, Tony",35 mm,2012,125000000.0,Thriller,D
6782,"Gilroy, Tony",35 mm,2012,125000000.0,Romance,D
6783,"Gilroy, Tony",35 mm,2012,125000000.0,Mystery,D
6784,"Gilroy, Tony",35 mm,2012,125000000.0,Adventure,D
6785,"Gilroy, Tony",35 mm,2012,125000000.0,Action,D
6786,"Zemeckis, Robert",Redcode RAW,2012,31000000.0,Drama,D
6787,"Gannaway, Roberts",,2012,,Animation,U
6788,"Gannaway, Roberts",,2012,,Family,U
6789,"Gannaway, Roberts",,2012,,Fantasy,U
6790,"Zemeckis, Robert",Redcode RAW,2012,31000000.0,Thriller,D
6791,"Riggen, Patricia",Redcode RAW,2012,,Comedy,D
6792,"Riggen, Patricia",Redcode RAW,2012,,Drama,D
6793,"Zombie, Rob",Redcode RAW,2012,,Horror,D
6794,"Zombie, Rob",Redcode RAW,2012,,Thriller,D
6795,"Gaup, Nils",,2012,,Adventure,U
6796,"Gaup, Nils",,2012,,Family,U
6797,"Gaup, Nils",,2012,,Fantasy,U
6798,"Gens, Xavier",,2012,,Horror,D
6799,"Gens, Xavier",,2012,,Comedy,D
6800,"Gilroy, Tony",Video,2012,125000000.0,Adventure,D
6801,"Yuyama, Kunihiko",,2012,,Adventure,U
6802,"Gilroy, Tony",Video,2012,125000000.0,Mystery,D
6803,"Gilroy, Tony",Video,2012,125000000.0,Thriller,D
6804,"Yuyama, Kunihiko",,2012,,Family,U
6805,"Yuyama, Kunihiko",,2012,,Fantasy,U
6806,"Yuyama, Kunihiko",,2012,,Sci-Fi,U
6807,"González Iñárritu, Alejandro",,2012,,Short,U
6808,"Renaud, Chris",Digital,2012,67500000.0,Adventure,D
6809,"Renaud, Chris",Digital,2012,67500000.0,Animation,D
6810,"Renaud, Chris",Digital,2012,67500000.0,Comedy,D
6811,"Renaud, Chris",Digital,2012,67500000.0,Drama,D
6812,"Renaud, Chris",Digital,2012,67500000.0,Family,D
6813,"Renaud, Chris",Digital,2012,67500000.0,Fantasy,D
6814,"Renaud, Chris",Digital,2012,67500000.0,Musical,D
6815,"Gondry, Michel",Redcode RAW,2012,,Drama,D
6816,"Roach, Jay",Codex,2012,95000000.0,Comedy,D
6817,"Gallo, George",35 mm,2012,,Crime,F
6818,"Goddard, Drew",,2012,,Short,U
6819,"Goddard, Drew",,2012,,Documentary,U
6820,"Goddard, Drew",35 mm,2012,30000000.0,Horror,F
6821,"Gallo, George",35 mm,2012,,Drama,F
6822,"Gallo, George",35 mm,2012,,Mystery,F
6823,"Gallo, George",35 mm,2012,,Thriller,F
6824,"Gilroy, Tony",Video,2012,125000000.0,Thriller,F
6825,"Gilroy, Tony",Video,2012,125000000.0,Romance,F
6826,"Gilroy, Tony",Video,2012,125000000.0,Mystery,F
6827,"Gilroy, Tony",Video,2012,125000000.0,Adventure,F
6828,"Gilroy, Tony",Video,2012,125000000.0,Action,F
6829,"Gilroy, Tony",Video,2012,125000000.0,Romance,D
6830,"Jong, Ate de",,2012,,Drama,U
6831,"Yakin, Boaz",35 mm,2012,,Thriller,F
6832,"Greno, Nathan",,2012,,Animation,U
6833,"Allen, Woody",35 mm,2012,,Comedy,F
6834,"Rønning, Joachim",Redcode RAW,2012,,History,D
6835,"Rønning, Joachim",Redcode RAW,2012,,Adventure,D
6836,"Rønning, Joachim",Codex,2012,,History,D
6837,"Rønning, Joachim",Codex,2012,,Adventure,D
6838,"Foy, Ciarán",,2012,,Drama,U
6839,"Foy, Ciarán",,2012,,Horror,U
6840,"Foy, Ciarán",,2012,,Thriller,U
6841,"Butler, Chris",Digital,2012,60000000.0,Adventure,D
6842,"Ramsey, Peter",,2012,145000000.0,Adventure,U
6843,"Ramsey, Peter",,2012,145000000.0,Animation,U
6844,"Ramsey, Peter",,2012,145000000.0,Family,U
6845,"Ramsey, Peter",,2012,145000000.0,Fantasy,U
6846,"Ramsey, Peter",,2012,145000000.0,Thriller,U
6847,"Hanson, Curtis",Redcode RAW,2012,,Sport,D
6848,"Hanson, Curtis",Redcode RAW,2012,,Drama,D
6849,"Hanson, Curtis",Redcode RAW,2012,,Biography,D
6850,"Hanson, Curtis",Codex,2012,,Sport,D
6851,"Hanson, Curtis",Codex,2012,,Drama,D
6852,"Hanson, Curtis",Codex,2012,,Biography,D
6853,"Akil, Salim",Codex,2012,,Music,D
6854,"Akil, Salim",Codex,2012,,Drama,D
6855,"Wiseman, Len",35 mm,2012,125000000.0,Action,D
6856,"Wiseman, Len",35 mm,2012,125000000.0,Adventure,D
6857,"Rash, Steve",Redcode RAW,2012,,Drama,D
6858,"Fothergill, Alastair",,2012,5000000.0,Documentary,U
6859,"Rash, Steve",Redcode RAW,2012,,Sport,D
6860,"Allen, Woody",35 mm,2012,,Romance,F
6861,"Rajamouli, S.S.",35 mm,2012,,Drama,F
6862,"Rose, Bernard",,2012,,Drama,U
6863,"Rose, Bernard",,2012,,Comedy,U
6864,"Hedges, Peter",35 mm,2012,40000000.0,Fantasy,F
6865,"Hedges, Peter",35 mm,2012,40000000.0,Family,F
6866,"Hedges, Peter",35 mm,2012,40000000.0,Drama,F
6867,"Hedges, Peter",35 mm,2012,40000000.0,Comedy,F
6868,"Heckerling, Amy",35 mm,2012,,Romance,F
6869,"Heckerling, Amy",35 mm,2012,,Horror,F
6870,"Heckerling, Amy",35 mm,2012,,Comedy,F
6871,"Hazanavicius, Michel",Codex,2012,,Comedy,F
6872,"Hazanavicius, Michel",Codex,2012,,Comedy,D
6873,"Hazanavicius, Michel",35 mm,2012,,Comedy,F
6874,"Hazanavicius, Michel",35 mm,2012,,Comedy,D
6875,"Harris, Damian",,2012,,Short,U
6876,"Harris, Damian",,2012,,Family,U
6877,"Harris, Damian",,2012,,Drama,U
6878,"Cain, Christopher",,2012,,Drama,U
6879,"Winding Refn, Nicolas",,2012,,Short,U
6880,"Butler, Chris",Digital,2012,60000000.0,Fantasy,D
6881,"Butler, Chris",Digital,2012,60000000.0,Family,D
6882,"Butler, Chris",Digital,2012,60000000.0,Comedy,D
6883,"Butler, Chris",Digital,2012,60000000.0,Animation,D
6884,"Rajamouli, S.S.",35 mm,2012,,Action,F
6885,"Rajamouli, S.S.",35 mm,2012,,Adventure,F
6886,"Rajamouli, S.S.",35 mm,2012,,Comedy,F
6887,"Rajamouli, S.S.",35 mm,2012,,Fantasy,F
6888,"Greno, Nathan",,2012,,Action,U
6889,"Wiseman, Len",35 mm,2012,125000000.0,Mystery,D
6890,"Frankel, David",Codex,2012,30000000.0,Drama,D
6891,"Frears, Stephen",,2012,,Comedy,D
6892,"Frears, Stephen",,2012,,Drama,D
6893,"Frears, Stephen",,2012,,Romance,D
6894,"Redford, Robert",35 mm,2012,,Drama,F
6895,"Affleck, Ben",Codex,2012,44500000.0,Thriller,F
6896,"Affleck, Ben",Codex,2012,44500000.0,History,F
6897,"Affleck, Ben",Codex,2012,44500000.0,Drama,F
6898,"Affleck, Ben",Codex,2012,44500000.0,Biography,F
6899,"Affleck, Ben",Codex,2012,44500000.0,Thriller,D
6900,"Redford, Robert",35 mm,2012,,Thriller,F
6901,"Affleck, Ben",Codex,2012,44500000.0,History,D
6902,"Wright, Joe",35 mm,2012,,Drama,F
6903,"Wright, Joe",35 mm,2012,,Romance,F
6904,"Affleck, Ben",Codex,2012,44500000.0,Drama,D
6905,"Affleck, Ben",Codex,2012,44500000.0,Biography,D
6906,"Affleck, Ben",8 mm,2012,44500000.0,Thriller,F
6907,"Affleck, Ben",8 mm,2012,44500000.0,History,F
6908,"Affleck, Ben",8 mm,2012,44500000.0,Drama,F
6909,"Affleck, Ben",8 mm,2012,44500000.0,Biography,F
6910,"Yakin, Boaz",,2012,,Short,U
6911,"Yakin, Boaz",35 mm,2012,,Action,F
6912,"Yakin, Boaz",35 mm,2012,,Crime,F
6913,"Greno, Nathan",,2012,,Short,U
6914,"Greno, Nathan",,2012,,Family,U
6915,"Greno, Nathan",,2012,,Comedy,U
6916,"Burton, Tim",35 mm,2012,150000000.0,Comedy,F
6917,"Frankel, David",Codex,2012,30000000.0,Comedy,D
6918,"Wiseman, Len",Redcode RAW,2012,125000000.0,Thriller,F
6919,"Burton, Tim",35 mm,2012,150000000.0,Horror,F
6920,"Frankel, David",Codex,2012,30000000.0,Romance,D
6921,"Wiseman, Len",35 mm,2012,125000000.0,Sci-Fi,D
6922,"Wiseman, Len",35 mm,2012,125000000.0,Thriller,D
6923,"Wiseman, Len",35 mm,2012,125000000.0,Action,F
6924,"Wiseman, Len",35 mm,2012,125000000.0,Adventure,F
6925,"Wiseman, Len",35 mm,2012,125000000.0,Mystery,F
6926,"Wiseman, Len",35 mm,2012,125000000.0,Sci-Fi,F
6927,"Wiseman, Len",35 mm,2012,125000000.0,Thriller,F
6928,"Wiseman, Len",Redcode RAW,2012,125000000.0,Action,D
6929,"Wiseman, Len",Redcode RAW,2012,125000000.0,Adventure,D
6930,"Wiseman, Len",Redcode RAW,2012,125000000.0,Mystery,D
6931,"Wiseman, Len",Redcode RAW,2012,125000000.0,Sci-Fi,D
6932,"Wiseman, Len",Redcode RAW,2012,125000000.0,Thriller,D
6933,"Wiseman, Len",Redcode RAW,2012,125000000.0,Action,F
6934,"Wiseman, Len",Redcode RAW,2012,125000000.0,Adventure,F
6935,"Wiseman, Len",Redcode RAW,2012,125000000.0,Mystery,F
6936,"Wiseman, Len",Redcode RAW,2012,125000000.0,Sci-Fi,F
6937,"Burton, Tim",Digital,2012,39000000.0,Sci-Fi,D
6938,"Burton, Tim",Digital,2012,39000000.0,Horror,D
6939,"Hallström, Lasse",ARRIRAW,2012,,Thriller,D
6940,"Hallström, Lasse",ARRIRAW,2012,,Drama,D
6941,"Hallström, Lasse",ARRIRAW,2012,,Crime,D
6942,"Burton, Tim",Digital,2012,39000000.0,Family,D
6943,"Burton, Tim",Digital,2012,39000000.0,Comedy,D
6944,"Burton, Tim",Digital,2012,39000000.0,Animation,D
6945,"Burton, Tim",35 mm,2012,150000000.0,Fantasy,F
6946,"Jong, Ate de",,2012,,History,U
6947,"Peyton, Brad",,2012,79000000.0,Family,D
6948,"Wachowski, Lana",Video,2012,102000000.0,Mystery,D
6949,"Sanders, Rupert",Redcode RAW,2012,170000000.0,Fantasy,D
6950,"Sanders, Rupert",Redcode RAW,2012,170000000.0,Drama,D
6951,"Sanders, Rupert",Redcode RAW,2012,170000000.0,Adventure,D
6952,"Lepeniotis, Peter",,2012,,Animation,U
6953,"Lepeniotis, Peter",,2012,,Action,U
6954,"Sanders, Rupert",Redcode RAW,2012,170000000.0,Action,D
6955,"Sanders, Rupert",65 mm,2012,170000000.0,Fantasy,F
6956,"Sanders, Rupert",65 mm,2012,170000000.0,Drama,F
6957,"Sanders, Rupert",65 mm,2012,170000000.0,Adventure,F
6958,"Sanders, Rupert",65 mm,2012,170000000.0,Action,F
6959,"Sanders, Rupert",65 mm,2012,170000000.0,Fantasy,D
6960,"Sanders, Rupert",Redcode RAW,2012,170000000.0,Action,F
6961,"Sanders, Rupert",65 mm,2012,170000000.0,Drama,D
6962,"Sanders, Rupert",65 mm,2012,170000000.0,Action,D
6963,"Sanders, Rupert",35 mm,2012,170000000.0,Fantasy,F
6964,"Sanders, Rupert",35 mm,2012,170000000.0,Drama,F
6965,"Sanders, Rupert",35 mm,2012,170000000.0,Adventure,F
6966,"Sanders, Rupert",35 mm,2012,170000000.0,Action,F
6967,"Sanders, Rupert",35 mm,2012,170000000.0,Fantasy,D
6968,"Sanders, Rupert",35 mm,2012,170000000.0,Drama,D
6969,"Sanders, Rupert",35 mm,2012,170000000.0,Adventure,D
6970,"Sanders, Rupert",35 mm,2012,170000000.0,Action,D
6971,"Leonard, Brett",,2012,,Music,U
6972,"Leonard, Brett",,2012,,Short,U
6973,"Sanders, Rupert",65 mm,2012,170000000.0,Adventure,D
6974,"Bakshi, Ralph",,2012,,Short,U
6975,"Sanders, Rupert",Redcode RAW,2012,170000000.0,Adventure,F
6976,"Sanders, Rupert",Redcode RAW,2012,170000000.0,Fantasy,F
6977,"Derrickson, Scott",8 mm,2012,3000000.0,Thriller,F
6978,"Derrickson, Scott",Codex,2012,3000000.0,Horror,D
6979,"Derrickson, Scott",Codex,2012,3000000.0,Mystery,D
6980,"Derrickson, Scott",Codex,2012,3000000.0,Thriller,D
6981,"Derrickson, Scott",Codex,2012,3000000.0,Horror,F
6982,"Derrickson, Scott",Codex,2012,3000000.0,Mystery,F
6983,"Derrickson, Scott",Codex,2012,3000000.0,Thriller,F
6984,"Derrickson, Scott",SxS Pro,2012,3000000.0,Horror,D
6985,"Derrickson, Scott",SxS Pro,2012,3000000.0,Mystery,D
6986,"Chen, Joan",,2012,,Drama,U
6987,"Bousman, Darren Lynn",,2012,,Musical,D
6988,"Sanders, Rupert",Redcode RAW,2012,170000000.0,Drama,F
6989,"Balda, Kyle",Digital,2012,67500000.0,Family,D
6990,"Levinson, Barry",,2012,,Thriller,U
6991,"Levinson, Barry",,2012,,Sci-Fi,U
6992,"Levinson, Barry",,2012,,Horror,U
6993,"Derrickson, Scott",SxS Pro,2012,3000000.0,Thriller,D
6994,"Derrickson, Scott",SxS Pro,2012,3000000.0,Horror,F
6995,"Derrickson, Scott",SxS Pro,2012,3000000.0,Mystery,F
6996,"Derrickson, Scott",SxS Pro,2012,3000000.0,Thriller,F
6997,"Balda, Kyle",Digital,2012,67500000.0,Comedy,D
6998,"Balda, Kyle",Digital,2012,67500000.0,Animation,D
6999,"Balda, Kyle",Digital,2012,67500000.0,Adventure,D
7000,"Levin, Mark",,2012,,Short,U
7001,"Balda, Kyle",Digital,2012,67500000.0,Drama,D
7002,"Derrickson, Scott",8 mm,2012,3000000.0,Mystery,F
7003,"Bakshi, Ralph",,2012,,Animation,U
7004,"Dippé, Mark A.Z.",,2012,,Animation,U
7005,"Chapman, Brenda",Digital,2012,185000000.0,Family,D
7006,"Chapman, Brenda",Digital,2012,185000000.0,Comedy,D
7007,"Chapman, Brenda",Digital,2012,185000000.0,Animation,D
7008,"Ayer, David",CineForm RAW,2012,15000000.0,Drama,D
7009,"Ayer, David",CineForm RAW,2012,15000000.0,Crime,D
7010,"Lee, Ang",Codex,2012,120000000.0,Fantasy,D
7011,"Lee, Ang",Codex,2012,120000000.0,Drama,D
7012,"Lee, Ang",Codex,2012,120000000.0,Adventure,D
7013,"Ayer, David",CineForm RAW,2012,15000000.0,Action,D
7014,"Tonderai, Mark",35 mm,2012,6900000.0,Drama,F
7015,"Tonderai, Mark",35 mm,2012,6900000.0,Horror,F
7016,"Chapman, Brenda",Digital,2012,185000000.0,Fantasy,D
7017,"Tonderai, Mark",35 mm,2012,6900000.0,Thriller,F
7018,"Chandrasekhar, Jay",35 mm,2012,,Comedy,F
7019,"Bowers, David",35 mm,2012,22000000.0,Comedy,F
7020,"Pang, Danny",Redcode RAW,2012,,Thriller,D
7021,"Trank, Josh",Codex,2012,12000000.0,Sci-Fi,D
7022,"Trank, Josh",Codex,2012,12000000.0,Thriller,D
7023,"Travis, Pete",CineForm RAW,2012,,Action,D
7024,"Travis, Pete",CineForm RAW,2012,,Crime,D
7025,"Travis, Pete",CineForm RAW,2012,,Sci-Fi,D
7026,"Travis, Pete",Redcode RAW,2012,,Action,D
7027,"Travis, Pete",Redcode RAW,2012,,Crime,D
7028,"Travis, Pete",Redcode RAW,2012,,Sci-Fi,D
7029,"Chapman, Brenda",Digital,2012,185000000.0,Adventure,D
7030,"Thornton, Billy Bob",35 mm,2012,,Drama,F
7031,"Chapman, Brenda",Digital,2012,185000000.0,Thriller,D
7032,"Ayer, David",CineForm RAW,2012,15000000.0,Thriller,D
