,production_year,id,title,budget,film_type,animated
1119,2017,3301626,Annabelle: Creation,15000000,D,no
1120,2017,3821534,Kingsman: The Golden Circle,104000000,D,no
1121,2017,3792982,John Wick: Chapter 2,40000000,D,no
1122,2017,3370877,Blade Runner 2049,185000000,D,no
1123,2017,4359694,The Emoji Movie,50000000,D,yes
1124,2017,4118579,Power Rangers,120000000,D,no
1125,2017,4407551,The Mummy,195000000,D|F,no
1126,2017,4379364,The Hitman's Bodyguard,30000000,D,no
1127,2017,3993847,Murder on the Orient Express,55000000,F,no
1128,2017,3277856,Alien: Covenant,97000000,D,no
1130,2017,3236071,A Dog's Purpose,25000000,D,no
1131,2017,3343429,Baywatch,60000000,D,no
1135,2017,3320005,Atomic Blonde,30000000,D,no
1136,2017,4352065,The Dark Tower,60000000,D,no
1137,2017,3288359,American Made,50000000,D,no
1139,2016,4374811,The Great Wall,150000000,D,no
1140,2017,3665089,Going in Style,24000000,D,no
1141,2017,4249051,Smurfs: The Lost Village,60000000,D,yes
1143,2017,4589736,xXx: Return of Xander Cage,85000000,D,no
1146,2017,3798496,Jumanji: Welcome to the Jungle,90000000,D,no
1147,2017,4334547,The Big Sick,5000000,D,no
1148,2017,3655910,Ghost in the Shell,110000000,D,no
1149,2017,4530431,Valerian and the City of a Thousand Planets,180000000,D,no
1150,2017,3820469,King Arthur: Legend of the Sword,175000000,D,no
1151,2017,3287558,American Assassin,33000000,D,no
1153,2017,4577335,Wind River,11000000,D,no
1155,2017,4367240,The Foreigner,35000000,D,no
1158,2017,3817355,Kidnap,21000000,D,no
1159,2016,4517990,Underworld: Blood Wars,35000000,D,no
1160,2017,3895064,Life,58000000,D,no
1161,2017,3789265,Jigsaw,10000000,D,no
1162,2017,3653180,Geostorm,100000000,D,no
1163,2017,4407236,The Mountain Between Us,35000000,D,no
1165,2017,4168130,Rings,25000000,D,no
1166,2017,3906582,Logan Lucky,29000000,D,no
1167,2017,3717261,Home Again,15000000,D,no
1168,2016,4160712,Resident Evil: The Final Chapter,40000000,D,no
1170,2017,3230513,A Bad Moms Christmas,28000000,D,no
1171,2017,3657211,Gifted,7000000,F,no
1172,2017,4341134,The Bye Bye Man,7400000,D,no
1173,2017,3609566,Ferdinand,111000000,D,yes
1175,2016,3335546,Ballerina,30000000,F,yes
1178,2017,4345249,The Circle,18000000,D,no
1181,2017,3433338,CHIPS,25000000,D,no
1182,2017,3985816,Mother!,33000000,D|F,no
1183,2017,4461470,The Zookeeper's Wife,20000000,D,no
1185,2017,3620138,Flatliners,20000000,D,no
1186,2017,3513228,Detroit,34000000,D,no
1187,2017,4061022,Only the Brave,38000000,D,no
1188,2017,3773879,It Comes at Night,5000000,D,no
1191,2017,4375083,The Greatest Showman,84000000,D,no
1192,2016,4367698,The Founder,10500000,D,no
1193,2017,3342703,Battle of the Sexes,25000000,F,no
1194,2017,4332562,The Beguiled,10500000,F,no
